"super_opeid","name","type","tier","tier_name","iclevel","region","state","cz","czname","cfips","county","multi","count","female","k_married","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","ktop1pc_cond_parq1","ktop1pc_cond_parq2","ktop1pc_cond_parq3","ktop1pc_cond_parq4","ktop1pc_cond_parq5","k_married_cond_parq1","k_married_cond_parq2","k_married_cond_parq3","k_married_cond_parq4","k_married_cond_parq5","shareimputed","imputed"
3537,"Abilene Christian University",2,6,"Selective private",1,3,"TX",32501,"Abilene",48441,"Taylor",0,838.666666666667,0.55961841,0.71257001,0.014363836,0.0019969451,138760.969805743,101000,0.683686359319096,0.052441355,0.10103199,0.16393574,0.25824007,0.42435089,0.23586491,0.12660472,0.023049099,0.00084190443,0.59242207,50874.1461334956,40100,44400,0.1212462,0.1400653,0.13294759,0.17327738,0.24644408,0.30726567,0.17170201,0.10058448,0.028367676,0.61133856,0.5487659,0.55333102,0.59738696,0.61255848,0.094144821,0.10862718,0.25599816,0.26732701,0.27390283,0.18618762,0.12963904,0.2034312,0.23309059,0.24765149,0.14365052,0.15883599,0.20837456,0.2874772,0.20166177,0.13800208,0.13981503,0.17422011,0.23329166,0.31467104,0.13462961,0.1225604,0.14174302,0.2391946,0.3618724,0.038079586,0.010980259,0.017191675,0.016094882,0.043093346,0.64650488,0.6595313,0.68103665,0.73097068,0.73434627,0,0
1541,"Abraham Baldwin Agricultural College",1,7,"Nonselective four-year public",1,3,"GA",8503,"Valdosta",13277,"Tift",0,679.333333333333,0.44160941,0.58075023,0.014857335,0.00099537033,80366.6612679404,66000,0.525405981648308,0.15455516,0.18715858,0.22549702,0.23676255,0.19602653,0.072930537,0.033044621,0.0025202818,0.00060852652,0.53531063,35346.929969256,32500,35400,0.11306878,0.12194975,0.1790269,0.25532883,0.27395719,0.16973718,0.063980781,0.02852213,0.0063849776,0.47152263,0.51417655,0.54793787,0.56494147,0.55546802,0.17649074,0.23979603,0.30101529,0.18656828,0.096129663,0.11401461,0.2289665,0.28606683,0.22847596,0.1424761,0.11998492,0.13451687,0.27231202,0.31154609,0.16164011,0.092711516,0.16680454,0.23359773,0.30565181,0.20123436,0.12409817,0.14939772,0.1966711,0.30476099,0.22507203,0.0064402274,0.0074744346,0.0020436032,0.0036637569,0.013582016,0.43063459,0.4963887,0.58608449,0.69739872,0.63262773,0,0
7531,"Academy Of Art University",3,10,"Four-year for-profit",1,4,"CA",37800,"San Francisco",6075,"San Francisco",0,495.666666666667,0.4142569,0.34508148,0.01635739,0.0013608988,166594.969611634,92300,0.649209833337544,0.093524233,0.12291715,0.1753495,0.21152514,0.39668405,0.24404958,0.14739551,0.035681199,0.0033683486,0.51605916,39988.0172064139,27400,36300,0.18639259,0.20586628,0.19378209,0.18086788,0.15814623,0.26133758,0.16304491,0.087273344,0.014030807,0.46328181,0.50448275,0.50762242,0.5176,0.53499699,0.26703009,0.18542577,0.20629373,0.16635033,0.17490003,0.20905481,0.19157112,0.21893194,0.13638723,0.24405494,0.19975942,0.22083299,0.18134363,0.14692578,0.25113821,0.1993628,0.192634,0.1671838,0.1889049,0.25191447,0.19662528,0.18509193,0.17016526,0.15151256,0.29660493,0.014551297,0.011080111,0.0037515434,0.0030415235,0.025226077,0.26182237,0.29487798,0.32891592,0.37458456,0.37168089,0,0
1345,"Adams State University",1,5,"Selective public",1,4,"CO",34805,"Alamosa",8003,"Alamosa",0,393.333333333333,0.50084746,0.56966305,0.018844681,3.1015468e-05,76121.8163400424,67200,0.540471235271228,0.12922439,0.1855039,0.24842876,0.26087633,0.17596665,0.064278461,0.024887405,0.0031467152,0,0.55242109,38010.8134070445,34100,36600,0.11228829,0.12124767,0.15907787,0.24386188,0.27226484,0.20354776,0.078580491,0.030641153,0.0058325916,0.49757031,0.53208673,0.56378084,0.55884016,0.58858407,0.169993,0.20166962,0.21881245,0.26369584,0.14582914,0.12888451,0.18362787,0.23587221,0.28918275,0.16243257,0.10558637,0.14734074,0.26411721,0.28090703,0.20204861,0.117544,0.15930827,0.22771633,0.29199779,0.20343369,0.10500124,0.11814803,0.26602009,0.21926692,0.29156369,0.00024001249,5.4899006e-05,0.0065161018,0.0030827927,0.019142136,0.48972049,0.56959015,0.56577599,0.58763808,0.60728627,0,0
2666,"Adelphi University",2,6,"Selective private",1,1,"NY",19400,"New York",36059,"Nassau",0,509,0.71840209,0.54553699,0.032585073,0.0026125547,130723.74090844,96300,0.648892214466874,0.087048024,0.12853861,0.15643388,0.22986455,0.39811498,0.2053698,0.10392397,0.023863256,0.0019367096,0.65645194,54029.6668559676,50700,55000,0.092774801,0.10051541,0.11300756,0.14764461,0.19315448,0.445678,0.24363674,0.10178581,0.014892664,0.63396782,0.62208229,0.66312301,0.65213352,0.67233694,0.098475181,0.1251636,0.19384955,0.20817724,0.37433442,0.12819031,0.11394597,0.1512318,0.19388846,0.41274351,0.090565264,0.10661294,0.1711234,0.19665042,0.43504792,0.087775581,0.13160761,0.16251582,0.19001622,0.42808473,0.10329168,0.10181998,0.1185716,0.19007106,0.48624572,0.030012798,0,0.012568131,0.019824557,0.014460809,0.47028729,0.42311192,0.59426481,0.54417533,0.58315676,0,0
2234,"Adrian College",2,6,"Selective private",1,2,"MI",11500,"Jackson",26091,"Lenawee",0,240.333333333333,0.55478501,0.65137172,0.0095646288,4.2307722e-05,113708.111715499,88500,0.643139328523416,0.060760289,0.11535594,0.20081325,0.28132689,0.34174353,0.1497259,0.072932914,0.011504383,0.0013226749,0.60715014,43944.5524878641,40300,42700,0.082058199,0.085792035,0.12808184,0.21049739,0.30366662,0.27196202,0.11347157,0.038714342,0.0035677333,0.54885733,0.60171163,0.5991171,0.59635538,0.63295698,0.15087558,0.16439058,0.21269469,0.31462336,0.15741579,0.083161861,0.14765577,0.20696786,0.33797786,0.22423662,0.073973455,0.1153337,0.24982749,0.3447499,0.21611543,0.09041439,0.13870628,0.23076543,0.26504341,0.27507061,0.078247949,0.113764,0.17150237,0.2977908,0.33869484,0.00069630548,0,0.0067530964,0,0.0063477848,0.43425807,0.68422318,0.60610479,0.68589699,0.67706251,0,0
31155,"Adventist University Of Health Sciences",2,8,"Nonselective four-year private not-for-profit",1,3,"FL",7400,"Orlando",12095,"Orange",0,120.5,0.76348549,0.53837162,0.037858434,7.6385069e-05,73132.1614583333,62900,0.5320831934611,0.12763435,0.21570545,0.2254377,0.27373475,0.15748784,0.03309045,0.016315293,0.00058265973,0.00018522084,0.62302995,45837.11328125,39200,45500,0.095972382,0.10437773,0.10397492,0.1986399,0.25457832,0.33842918,0.13711934,0.026672954,0.00076833158,0.55127591,0.63204902,0.59475309,0.66458988,0.63706917,0.19206659,0.085266978,0.23123255,0.19481745,0.29661635,0.036636569,0.17374876,0.16842078,0.33001477,0.29117918,0.084459923,0.10823943,0.30856872,0.22633907,0.2723929,0.13306703,0.0622756,0.12368277,0.28911138,0.39186314,0.10473958,0.089944184,0.18654215,0.18008859,0.43868551,0.000598468,0.0005849459,0.00062639912,0.00079738937,0.0013098365,0.60275435,0.50480336,0.43241799,0.64831454,0.49274322,1,1
1542,"Agnes Scott College",2,4,"Highly selective private",1,3,"GA",9100,"Atlanta",13089,"DeKalb",0,164,0.99695122,0.50208014,0.014744159,8.4282074e-05,148536.114583333,97200,0.646476328372955,0.072003044,0.12996751,0.15526837,0.226091,0.41667008,0.23255238,0.11762413,0.012381608,0.0029194781,0.58335757,45756.53515625,38900,47300,0.12491813,0.13175504,0.15667561,0.19311041,0.23435101,0.28410792,0.16471973,0.073669724,0.015001114,0.46623808,0.58050793,0.50426215,0.58574533,0.63266397,0.28022349,0.07410422,0.27148008,0.1694209,0.20477132,0.11097127,0.16873075,0.18285468,0.30575338,0.23168989,0.15743414,0.18397909,0.25496072,0.24033324,0.16329277,0.15193644,0.13143396,0.19250344,0.19068885,0.33343729,0.092061885,0.17070626,0.16004801,0.244762,0.33242187,0.0011705349,0.00022579834,0,0.025556557,0.02186233,0.3770501,0.41193375,0.40943015,0.55191076,0.55929083,1,1
1002,"Alabama Agricultural & Mechanical University",1,5,"Selective public",1,3,"AL",6000,"Huntsville",1089,"Madison",0,943.666666666667,0.51395267,0.23482969,0.0421931,0.00072911417,57659.1526887032,44500,0.425329574055151,0.24356118,0.26432449,0.19608772,0.17628771,0.11973897,0.032962188,0.0090836408,0.00017934357,0.0001266632,0.55232471,37065.2516267993,32900,36200,0.10311734,0.11468282,0.17586538,0.24503741,0.25806373,0.20635071,0.083374694,0.023782138,0.0025651255,0.5211789,0.54019493,0.5656352,0.56898648,0.5961265,0.12399267,0.22259933,0.23428085,0.24589306,0.17323409,0.1243574,0.17615318,0.25460184,0.26393887,0.18094863,0.096729033,0.16766663,0.25030014,0.27120033,0.21410379,0.10120665,0.16306418,0.26565877,0.24599868,0.22407177,0.12363097,0.11244164,0.20682499,0.26610076,0.29100159,0.0029935567,0,0.001887219,0.0034651775,0.0071412232,0.22086081,0.1781698,0.23571385,0.27178454,0.33246547,0,0
2885,"Albany College Of Pharmacy And Health Sciences",2,8,"Nonselective four-year private not-for-profit",1,1,"NY",18600,"Albany",36001,"Albany",0,129,0.59689921,0.74353045,0.033575334,0.00010010065,90997.46875,95800,0.661741018295288,0.039403558,0.10187934,0.18648764,0.27667844,0.39555106,0.16515727,0.041671876,0.0019784023,0.00027203368,0.85815191,115474.440104167,115800,128200,0.041380756,0.061036427,0.024199348,0.051073611,0.085526809,0.77816385,0.69074345,0.69074345,0.10475121,0.89533067,0.86014491,0.8680107,0.86623412,0.84363353,0.044741351,0,0.065878063,0.037291657,0.85208887,0.12127837,0,0.031325109,0.065597028,0.7817995,0.080410399,0.039945588,0.075158909,0.037168901,0.76731628,0.056634035,0.023798931,0.053064007,0.10233005,0.76417297,0.041088838,0.02569918,0.041937761,0.10651052,0.78476369,0.0025403961,0.047687784,0.11761301,0.12728998,0.10780136,0.3103807,0.60340786,0.87881339,0.76463181,0.74422902,1,1
1544,"Albany State University",1,5,"Selective public",1,3,"GA",10200,"Albany",13095,"Dougherty",0,521,0.63595647,0.21053372,0.025794942,0,54718.2591595689,43800,0.420957634293415,0.2330108,0.28163674,0.21580002,0.1759358,0.093616597,0.025878895,0.007332874,0.00094723084,5.5304576e-05,0.54412282,34497.2875354886,31900,34200,0.085406974,0.093914047,0.18369989,0.28970152,0.28861758,0.14406691,0.048978284,0.017631337,0.0024892907,0.53273994,0.53246611,0.55508345,0.55814928,0.55589658,0.09824013,0.18687022,0.30519167,0.2989952,0.11070278,0.12044726,0.18338485,0.25743341,0.28514218,0.15359226,0.067755647,0.19607347,0.29758337,0.2815105,0.15707694,0.075997531,0.16443847,0.31461477,0.290117,0.15483226,0.097293735,0.18443225,0.28323352,0.28680816,0.14823236,0,0,0.0030255059,0.0036170988,0.012818338,0.21261843,0.17968261,0.22384241,0.23348497,0.22434641,0,0
1374,"Albertus Magnus College",2,6,"Selective private",1,1,"CT",20901,"Bridgeport",9009,"New Haven",0,65.6666666666667,NA,0.40746137,0.055204768,3.8160928e-05,89400.3642925127,68600,0.545599098132952,0.12973523,0.16373675,0.24205586,0.23975486,0.22471726,0.10005123,0.049870253,0.0035828911,0.00014541349,0.60999703,46223.4918305838,43400,46600,0.10077129,0.10721236,0.11510016,0.17584687,0.29042935,0.31141117,0.11739289,0.045220874,0.0071068755,0.64958918,0.58678138,0.54167324,0.60118973,0.68704736,0.12291561,0.043880645,0.15430401,0.25338107,0.42551869,0.144779,0.14941186,0.12555838,0.38164654,0.19860429,0.096730411,0.19794606,0.23680358,0.2277943,0.24072568,0.079624049,0.12032919,0.16384257,0.33936948,0.29683465,0.11149934,0.036399391,0.17207381,0.26060718,0.41942024,0.00029414467,0.00015215141,0.00018585694,0.0061702877,0.024561787,0.41893652,0.30738115,0.44831705,0.52708399,0.30212298,0.55329949,1
2235,"Albion College",2,6,"Selective private",1,2,"MI",12100,"Kalamazoo",26025,"Calhoun",0,398,0.56407034,0.67621833,0.0068131848,0.00011605809,159765.401041667,120700,0.738589386145274,0.022652306,0.069142476,0.13488385,0.23832628,0.53499514,0.33973223,0.17897189,0.029275218,0.0016558408,0.67515606,59085.6380208333,48900,52700,0.074271537,0.080197066,0.083193086,0.16121066,0.28650948,0.38888973,0.2242059,0.11018217,0.030884888,0.60948843,0.66981977,0.65662861,0.64705962,0.69581354,0.14408763,0.059088588,0.2908856,0.20516592,0.30077225,0.10916179,0.083761148,0.15244508,0.32469621,0.3299357,0.11017421,0.10813068,0.16611847,0.25071052,0.36486614,0.08692459,0.093195707,0.1764724,0.31880361,0.32460377,0.063193649,0.073397063,0.14881685,0.27965793,0.43493444,0.005123456,0.0013261636,0.041799247,0.020127658,0.037836127,0.68895674,0.61232638,0.64672351,0.6594696,0.6988337,1,1
3229,"Albright College",2,6,"Selective private",1,1,"PA",19100,"Reading",42011,"Berks",0,314,0.59023356,0.58927262,0.013705797,4.2539839e-05,139372.16853271,89000,0.646742553594512,0.051434021,0.1267895,0.2036522,0.29418346,0.32394081,0.14266323,0.055048574,0.013267925,0.001129514,0.66668701,53178.0486041998,47300,49400,0.081773981,0.083530881,0.084608302,0.15384553,0.30077812,0.37723714,0.19147386,0.096633479,0.017509378,0.63497001,0.60702676,0.62192178,0.70007145,0.69289869,0.066032879,0.14418307,0.19928795,0.32402268,0.26647335,0.11693745,0.1058415,0.18405262,0.28263602,0.31053242,0.1157285,0.12505534,0.15163495,0.30375552,0.30382571,0.056152213,0.068366826,0.14128643,0.31158295,0.42261156,0.077855848,0.056160282,0.14760253,0.2925041,0.42587715,0.00082707591,0,0.020884426,0.017805081,0.024620915,0.37012544,0.43020609,0.57262748,0.63864368,0.65195459,0,0
3806,"Alderson Broaddus University",2,6,"Selective private",1,3,"WV",16701,"Elkins",54001,"Barbour",0,126,0.6322751,0.66366309,0.027365765,0.00017945115,68810.9658978175,59500,0.499516529065591,0.12749578,0.234915,0.28003561,0.23765394,0.11989974,0.038474966,0.021652492,0.00030873786,2.2034779e-05,0.58510536,40454.0752831515,37800,41200,0.11893211,0.12145589,0.12309472,0.22246575,0.26219049,0.27079323,0.12479746,0.042427003,0.0036570299,0.51255852,0.51176482,0.62050009,0.62242758,0.64929718,0.16818847,0.15789714,0.24688987,0.21238397,0.21464056,0.19027746,0.1799916,0.21631436,0.21587098,0.19754557,0.072584517,0.10304907,0.21759029,0.34951428,0.2572619,0.099229358,0.077806339,0.22188513,0.29101121,0.31006789,0.095121481,0.11119602,0.22108419,0.14482699,0.4277713,0.0014075065,0.00023540118,0,0,0.028542845,0.65096533,0.59377295,0.6620757,0.67629784,0.79276186,0,0
2668,"Alfred University",2,6,"Selective private",1,1,"NY",18201,"Olean",36003,"Allegany",0,454.666666666667,0.52639294,0.60422957,0.014770933,5.0702543e-05,133071.260567494,90800,0.650354716784793,0.065330885,0.12035545,0.19156954,0.26581183,0.35693237,0.17403902,0.089041352,0.018995715,0.0037579557,0.64449984,51684.4314831149,44600,49100,0.083598658,0.091965511,0.11007948,0.17278266,0.25592002,0.36925241,0.21313447,0.10137612,0.015507132,0.54725033,0.60291219,0.65744209,0.67204839,0.64886087,0.21167508,0.11038922,0.19676124,0.25508031,0.22609419,0.078873955,0.16843162,0.20653209,0.25878671,0.2873756,0.071735524,0.090630203,0.19599846,0.27188414,0.36975166,0.086579472,0.091353677,0.1560711,0.25985867,0.40613711,0.089337647,0.11473074,0.15699872,0.24360573,0.39532715,0.00077608839,0.019723834,0.015649114,0.0056983922,0.024010053,0.48962098,0.51260233,0.59682256,0.62017643,0.64820248,0,0
3230,"Allegheny College",2,6,"Selective private",1,1,"PA",16500,"Erie",42039,"Crawford",0,434.5,0.50517839,0.62554431,0.013434455,0.0022298899,142412.083333333,102800,0.70864874124527,0.037381232,0.078848675,0.1665498,0.288313,0.42890722,0.25286427,0.13671601,0.026483722,0.0019016665,0.69026655,59176.8997395833,52500,53700,0.067481972,0.081098184,0.085236959,0.12407213,0.25720739,0.45238525,0.26704288,0.13760704,0.020971578,0.63897103,0.63425797,0.69725794,0.68209583,0.70781124,0.16571337,0.035468236,0.21825981,0.22116825,0.35939038,0.12353251,0.088593274,0.1396703,0.29243737,0.35576648,0.073730603,0.070574224,0.13140181,0.28776833,0.43652496,0.077498272,0.096630745,0.13517408,0.28150782,0.40918911,0.071203426,0.086992308,0.10268681,0.22566983,0.51344764,0.05965266,0,0.013026591,0.014612784,0.028815219,0.40184376,0.59544319,0.5868175,0.63717359,0.65779549,1,1
2236,"Alma College",2,6,"Selective private",1,2,"MI",11800,"Mount Pleasant",26057,"Gratiot",0,266.5,0.56097561,0.71877366,0.011659105,8.1647879e-05,120659.526041667,98200,0.689799745877584,0.050117996,0.095352128,0.17640549,0.28018877,0.39793569,0.21285716,0.10735939,0.016617836,0.00012919997,0.64209843,52926.6354166667,48000,49400,0.065958843,0.077721924,0.12998165,0.14477599,0.31018704,0.33733347,0.19491106,0.10770454,0.017990522,0.58001935,0.58174658,0.62815249,0.60707432,0.69522107,0.043015782,0.34435654,0.11403128,0.26596332,0.23263311,0.076850034,0.19287261,0.21622978,0.24062474,0.27342275,0.1022372,0.12332909,0.16883971,0.26912224,0.33647174,0.10048008,0.11600144,0.1900416,0.38318363,0.21029328,0.055410095,0.10070509,0.088987313,0.2992318,0.45566571,0.001629113,0.0010971788,4.5057182e-05,0.0015795248,0.043609418,0.51412439,0.62123525,0.66446018,0.7000857,0.80515552,1,1
3233,"Alvernia University",2,6,"Selective private",1,1,"PA",19100,"Reading",42011,"Berks",0,210.333333333333,0.62440568,0.56393397,0.021852216,0.0015355652,94909.3513148772,84300,0.616992407574329,0.066485949,0.14129101,0.21616477,0.31234124,0.26371697,0.11675507,0.043267734,0.0082580233,7.3753341e-05,0.62312126,43508.2672035955,41800,45100,0.077592194,0.088082135,0.1118403,0.18393186,0.32334006,0.29280558,0.098679468,0.032304853,0.0064072972,0.66229481,0.58737588,0.60051328,0.64071113,0.63009483,0.094778001,0.07697963,0.18809877,0.31146944,0.3286742,0.11288334,0.13565403,0.18762635,0.32673576,0.23710053,0.094780363,0.1332904,0.20802191,0.31005961,0.25384772,0.083386354,0.080906659,0.19685416,0.30482599,0.33402681,0.073177531,0.12692535,0.14585082,0.35732698,0.29671928,0.023096086,0.00052020437,0,0.015046505,0.00037383859,0.40322191,0.49227184,0.6111573,0.59359193,0.56901097,0,0
3832,"Alverno College",2,6,"Selective private",1,2,"WI",24100,"Milwaukee",55079,"Milwaukee",0,161,0.99792963,0.43997833,0.026607819,0.0021274139,76471.0096564441,65600,0.519893954259268,0.15033281,0.19734082,0.22081539,0.27449477,0.15701626,0.068817817,0.024885833,0.0051247831,6.2432948e-05,0.55707598,36851.6436092779,33200,34900,0.079121113,0.085567392,0.18967363,0.26251984,0.27544674,0.18679243,0.062162966,0.018089384,0.0039340062,0.50977081,0.54636401,0.56789863,0.56898832,0.57978505,0.10604038,0.20951451,0.31997013,0.18748213,0.17699276,0.070004098,0.2192255,0.26180214,0.31594214,0.13302611,0.090444505,0.16013023,0.27280203,0.26963595,0.20698726,0.090497501,0.19902934,0.22646758,0.26589513,0.2181105,0.070048459,0.15872781,0.25698301,0.3336418,0.18059897,0.014151361,0,0.00041126716,0.00014185249,0.010679407,0.22340052,0.27140382,0.50979972,0.56954885,0.53449911,0,0
3963,"American Institute Of Business",2,8,"Nonselective four-year private not-for-profit",1,2,"IA",27501,"Des Moines",19153,"Polk",0,257,0.71465629,0.68425125,0.014345624,6.480459e-05,77755.5766354572,66000,0.544485237889098,0.081016317,0.1941523,0.29171199,0.30712795,0.12599143,0.03304711,0.024251265,0.0031229595,0.00015851657,0.5984745,41033.3013892267,38700,40000,0.050891288,0.060357317,0.13477302,0.2640236,0.34348252,0.19736353,0.07237114,0.019579316,0.0047570188,0.57256192,0.54921848,0.6210888,0.60365683,0.62604779,0.028522013,0.26026341,0.2797915,0.2543523,0.1770708,0.10960941,0.14290555,0.24986666,0.34979591,0.14782244,0.054011922,0.11046638,0.27349567,0.33589175,0.22613423,0.042286493,0.15008482,0.26525334,0.37287027,0.16950519,0.063673846,0.060499247,0.25077152,0.33700421,0.28805116,0.00079989556,0.00015453469,0.0082807839,0.0032760361,0.0098454701,0.57775366,0.68665349,0.75169861,0.6555416,0.66285288,0,0
21136,"American Intercontinental University",3,10,"Four-year for-profit",1,2,"IL",24300,"Chicago",17031,"Cook",0,1596.16666666667,0.58985066,0.36369017,0.026364811,0.00071773422,62196.2002351826,44700,0.415672901644019,0.26033288,0.25847679,0.22258297,0.16052973,0.098077446,0.041142762,0.018535789,0.0048899432,0.00048929505,0.46452776,28537.0965025664,22100,28700,0.17349401,0.18855222,0.25135341,0.23679559,0.19097288,0.13232572,0.053838957,0.025029453,0.0028017112,0.44290709,0.45327491,0.47034675,0.48068297,0.51192552,0.18660176,0.28263971,0.26061434,0.16887066,0.10127345,0.19218798,0.2576302,0.2504223,0.19036913,0.10939039,0.18785647,0.24129133,0.22550882,0.20978123,0.13556214,0.18810239,0.22775795,0.2294616,0.21152544,0.14315261,0.18646319,0.21322234,0.17527896,0.17490712,0.25012851,0.0027569863,0.00233515,0.0044093416,0.0017804803,0.0021730836,0.29251918,0.30178171,0.40826365,0.46245185,0.45295259,0.56082278,1
2114,"American International College",2,6,"Selective private",1,1,"MA",20800,"Springfield",25013,"Hampden",0,172.333333333333,0.50483561,0.42280263,0.026896371,0,79213.4230536751,68700,0.539727626386417,0.1455442,0.1995191,0.18894041,0.25597811,0.21001817,0.077038728,0.027052341,0.0058969348,6.8083187e-05,0.61348945,42553.7960967722,41900,44100,0.079756826,0.094457008,0.13869795,0.18184267,0.28027391,0.30472845,0.11330894,0.038248006,7.3011965e-05,0.55387133,0.55403799,0.60905004,0.67703116,0.63783169,0.14431038,0.17292994,0.20327866,0.29468241,0.18479864,0.11706322,0.15267655,0.29055658,0.20488487,0.2348188,0.084446862,0.14421995,0.18884525,0.30623767,0.27625021,0.054208197,0.11912489,0.11947438,0.31095526,0.39623728,0.096494451,0.12058371,0.13342524,0.28115547,0.36834115,0,0,0,0,0.00034764592,0.32654685,0.33361214,0.3886967,0.47927549,0.5360921,0,0
7572,"American Musical & Dramatic Academy",2,8,"Nonselective four-year private not-for-profit",1,1,"NY",19400,"New York",36061,"New York",0,270.5,0.65619224,0.36969981,0.0070262402,8.0601341e-05,115011.5703125,88800,0.644483129183451,0.06849435,0.13463777,0.18843894,0.26431316,0.34411585,0.18152286,0.063715003,0.010904926,0.0012818262,0.5014497,32574.365234375,26000,28400,0.11309198,0.1321405,0.2483055,0.27459297,0.19158748,0.15337363,0.058772691,0.0092863366,0.0060805362,0.45623818,0.48980954,0.496189,0.49471682,0.52305532,0.12245116,0.16650565,0.4794552,0.12900667,0.10258131,0.11393292,0.31676692,0.21983799,0.2065381,0.14292403,0.081173643,0.32009175,0.32006592,0.15278441,0.12588428,0.1441846,0.23357017,0.26387605,0.20748194,0.15088727,0.15985155,0.20980898,0.23856992,0.20723453,0.18453501,0.001176759,0.0096095419,0.0010385575,0.010003488,0.0054236655,0.55279547,0.32156578,0.30373716,0.42531884,0.34548908,1,1
3726,"American National University",3,10,"Four-year for-profit",1,3,"VA",16600,"Roanoke",51775,"Salem City",0,377.666666666667,0.81465137,0.36971423,0.0096918242,0,43873.0047026699,38300,0.36970990680533,0.29305914,0.2959623,0.2585285,0.11077217,0.041677851,0.017481865,0.0006759502,0.0006759502,4.0213199e-05,0.3949818,19313.4952576815,17800,21400,0.16649894,0.19651681,0.30852684,0.34073299,0.1250027,0.029220635,0.011914141,0.0037903727,0,0.37401247,0.38692361,0.41110766,0.41788983,0.43873706,0.21018502,0.33251959,0.330219,0.094005108,0.033071224,0.21157891,0.32933488,0.32130685,0.11643307,0.021346353,0.18608345,0.28063783,0.35046092,0.15399888,0.0288189,0.15414332,0.28629315,0.36754328,0.14104055,0.050979674,0.17078903,0.22414903,0.42101142,0.18132819,0.0027223404,0,0,0,0,0,0.29304451,0.3347992,0.4607771,0.51119828,0.21585444,0,0
1434,"American University",2,4,"Highly selective private",1,3,"DC",11304,"Washington DC",11001,"District Of Columbia",0,1103,0.63553941,0.52136064,0.012844238,0.001853017,305748.266196358,135700,0.775091676994478,0.035309114,0.066071384,0.10890936,0.17679563,0.61291456,0.43759501,0.2953482,0.087893449,0.014072705,0.70164877,67366.2608935857,59100,64100,0.10071619,0.10905255,0.088691443,0.079618201,0.18900143,0.53363645,0.34616581,0.18462574,0.037534747,0.58444679,0.67649764,0.6979183,0.7087791,0.70971793,0.22338593,0.12854101,0.10608861,0.17821896,0.36376554,0.12498039,0.10656251,0.057607122,0.16797176,0.54287821,0.12202914,0.077655025,0.096146695,0.18042013,0.52374905,0.1078217,0.078707755,0.070841514,0.18977211,0.55285692,0.098798171,0.089310162,0.08006072,0.19319205,0.53863889,0.052479852,0.013965783,0.033366267,0.039805364,0.039300226,0.38287649,0.45790958,0.52152377,0.53545636,0.53208351,0,0
2115,"Amherst College",2,2,"Other elite schools (public and private)",1,1,"MA",20800,"Springfield",25015,"Hampshire",0,389.666666666667,0.48417452,0.55561686,0.019616831,0.0026926997,440985.716932207,181300,0.809826901215993,0.042215958,0.059988361,0.094621271,0.097151466,0.70602298,0.58360541,0.43920442,0.16812453,0.023892084,0.74838555,104541.744272615,69300,72500,0.073686346,0.079923436,0.083400652,0.081692338,0.1608569,0.5941267,0.43542123,0.34223711,0.14266573,0.66988289,0.73298883,0.72847432,0.70291072,0.76331365,0.2010996,0.04138235,0.13195018,0.16088974,0.46467811,0.097316489,0.0078270044,0.12437228,0.1516825,0.61880171,0.096364677,0.095342204,0.061295453,0.19247982,0.55451787,0.08013238,0.11241512,0.107003,0.19398487,0.5064646,0.068967782,0.086741418,0.074311592,0.15283781,0.61714137,0.063783929,0.086978391,0.11968805,0.062272429,0.16625583,0.44846746,0.51336056,0.53543192,0.47119379,0.57993621,0,0
1785,"Anderson University of Anderson, IN",2,6,"Selective private",1,2,"IN",14000,"Muncie",18095,"Madison",0,448.666666666667,0.57652301,0.70850742,0.0071356744,0,116464.485895709,88400,0.664967785795589,0.052718632,0.098190263,0.21165113,0.30204177,0.33539814,0.15427433,0.076988913,0.015878981,0.00083447905,0.55878717,40006.8816632615,34900,39600,0.12053148,0.13657539,0.16158782,0.1985898,0.2798399,0.22340703,0.10219333,0.046504445,0.005822205,0.46182591,0.53459942,0.5485965,0.56425214,0.58261824,0.21730496,0.22520904,0.20184718,0.22028485,0.13535394,0.13627829,0.1876667,0.21323219,0.24762757,0.21519531,0.11487959,0.16355486,0.2412475,0.28280118,0.19751686,0.1230636,0.15242694,0.22045922,0.28441381,0.2196364,0.14983216,0.15096146,0.14717783,0.29264361,0.25938502,0,0.0091187265,0.0005984155,0.0024863295,0.012072829,0.61532962,0.64604974,0.7019676,0.70034242,0.75291836,0,0
