"super_opeid","name","type","tier","tier_name","iclevel","region","state","cz","czname","cfips","county","multi","count","female","k_married","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","ktop1pc_cond_parq1","ktop1pc_cond_parq2","ktop1pc_cond_parq3","ktop1pc_cond_parq4","ktop1pc_cond_parq5","k_married_cond_parq1","k_married_cond_parq2","k_married_cond_parq3","k_married_cond_parq4","k_married_cond_parq5","shareimputed","imputed"
216,"Oklahoma State University - Oklahoma City",1,7,"Nonselective four-year public",1,3,"OK",33803,"Oklahoma City",40109,"Oklahoma",0,517.333333333333,0.4916237,0.51650965,0.016382834,0,76723.3144128544,64600,0.526977015678416,0.14062417,0.20758325,0.22363622,0.25765508,0.17050137,0.059206177,0.020659864,0.0012353421,0.00058255764,0.52721184,35268.0492106959,30900,36100,0.14652576,0.16241275,0.17306507,0.21949126,0.25472334,0.19030769,0.084422119,0.03660401,0.0059361937,0.45087793,0.51141274,0.5508216,0.55208927,0.54084325,0.20626503,0.22865067,0.2595979,0.18898553,0.11650085,0.17741854,0.18086982,0.23602289,0.2659395,0.13974924,0.14841884,0.16415295,0.2163265,0.24771805,0.22338368,0.15498261,0.13001278,0.20480591,0.30007017,0.21012856,0.13755837,0.19446597,0.19262837,0.2359481,0.23939918,0,0.0062793302,0.0084938742,0.0073564202,0.0049134665,0.43706042,0.45873109,0.52112657,0.56777525,0.56885499,0,0
3172,"Oklahoma State University Institute Of Technology - Okmulgee",1,7,"Nonselective four-year public",1,3,"OK",30403,"Okmulgee",40111,"Okmulgee",0,551,0.29280096,0.5625686,0.026352976,0.00057611789,66042.7874815676,53900,0.465158269900087,0.17298912,0.22829378,0.25698608,0.23198143,0.10974972,0.029599989,0.017861985,0.0012807773,2.11201e-05,0.54970789,37530.4853982343,33100,37900,0.13622993,0.13978887,0.16108,0.22211854,0.2238494,0.25316331,0.1036959,0.041618835,0.0043531097,0.46717623,0.55042654,0.56145626,0.58371717,0.57890397,0.19683339,0.23346052,0.23597889,0.18138835,0.15233892,0.13726658,0.17024082,0.21699432,0.22939344,0.24610487,0.12885028,0.12425774,0.25084767,0.21671917,0.27932513,0.1066723,0.15165113,0.19501832,0.27544531,0.27121297,0.15073393,0.1340887,0.20094205,0.18688057,0.32735473,0.0033303709,0.0020821048,0.0045117592,0.0081853559,0.0022173228,0.47275144,0.55952293,0.57439041,0.60013133,0.60339522,0,0
3728,"Old Dominion University",1,5,"Selective public",1,3,"VA",2000,"Virginia Beach",51710,"Norfolk City",0,1549,0.58188081,0.53908259,0.023708621,0.00019887734,94850.6607068404,82400,0.613888882451707,0.084604912,0.13374801,0.21683422,0.27147734,0.29333562,0.1289715,0.047372513,0.0048076091,1.2106169e-05,0.64451998,49388.7783180009,44300,47400,0.082614586,0.091226198,0.10397381,0.15683508,0.30243045,0.3455345,0.17239031,0.072389111,0.0088898167,0.6269682,0.62093508,0.6471734,0.64327008,0.65953112,0.071110122,0.10859318,0.22543858,0.31463063,0.28022748,0.10956597,0.11430901,0.17994878,0.27956924,0.31660694,0.095198818,0.097116254,0.15790801,0.30204034,0.34773654,0.086154796,0.10900299,0.15740535,0.31106612,0.33637074,0.090422936,0.098343752,0.12518847,0.30163142,0.38441339,0.0023506596,0.0098561915,0.008932054,0.0031448069,0.015620928,0.40700758,0.45136285,0.5119797,0.58911651,0.5909012,0,0
2308,"Olivet College",2,6,"Selective private",1,2,"MI",11700,"Lansing",26045,"Eaton",0,140,0.42619047,0.50291985,0.012264696,0,74365.1742373512,66600,0.544910640234039,0.12720069,0.15410008,0.27320182,0.25240719,0.19309033,0.06541165,0.017099241,0.0022979905,0,0.55289894,36802.1147042411,34700,37300,0.10180058,0.11337647,0.16257301,0.23698267,0.29038662,0.19668135,0.050647173,0.024692589,0.0060572047,0.44157204,0.49914974,0.58462167,0.59239501,0.57261896,0.27408805,0.2079839,0.17379193,0.24771607,0.096420042,0.14115544,0.1957289,0.26177311,0.26192096,0.13942154,0.087695189,0.16389047,0.24408512,0.27870545,0.22562377,0.06301108,0.13294536,0.23986305,0.35308248,0.21109797,0.087509751,0.14306222,0.24501118,0.27578551,0.24863131,0,0.00030610568,0.0086782565,0,0.018846713,0.33652452,0.40665767,0.50299382,0.55673146,0.6189118,0,0
1741,"Olivet Nazarene University",2,6,"Selective private",1,2,"IL",24200,"Bourbonnais",17091,"Kankakee",0,415.666666666667,0.5541299,0.72255009,0.012181556,1.5567575e-05,97424.3526463512,81400,0.617848227859595,0.06565275,0.13354753,0.23828369,0.29054216,0.27197382,0.11721319,0.048934218,0.0067924131,2.1415051e-05,0.57909477,46212.9330236317,35800,40600,0.11567096,0.1270282,0.13291673,0.2197246,0.27589914,0.24443129,0.11418875,0.049205083,0.0057668323,0.56835747,0.54794091,0.55588526,0.59435362,0.60101825,0.08570639,0.12242348,0.34248489,0.26383999,0.18554525,0.11325186,0.13972536,0.30625275,0.2805416,0.16022848,0.12694374,0.14807448,0.28629079,0.21656792,0.22212307,0.11536568,0.12718825,0.17604014,0.3172732,0.26413277,0.1563004,0.12494601,0.13594952,0.2843135,0.29849052,0.00023711992,0.0060021342,0.010577518,0.0083610741,0,0.55714434,0.61343366,0.73039299,0.71173477,0.82073992,0,0
3784,"Olympic College",1,7,"Nonselective four-year public",1,4,"WA",39400,"Seattle",53035,"Kitsap",0,979,0.52808988,0.52826023,0.0091182217,0,81038.8282952418,75700,0.576940907277662,0.089990154,0.1409279,0.24804355,0.328152,0.19288632,0.054798111,0.016944418,0.0017018201,0.00039899768,0.52232724,34692.8409902217,30800,37300,0.16439375,0.18171664,0.1758742,0.20315263,0.21564433,0.22361213,0.089756668,0.029472953,0.0027049722,0.42710575,0.50151044,0.52049124,0.540048,0.5541752,0.27030712,0.22151406,0.24141493,0.16543923,0.10132466,0.16841444,0.22976489,0.1867197,0.22696956,0.18813141,0.18288341,0.16993092,0.21792781,0.21430677,0.21495108,0.16733909,0.16327524,0.21106005,0.21116443,0.24716119,0.17306389,0.14428431,0.16485503,0.24013445,0.27766243,0,0.0050383531,0.0010742219,0.0024180056,0.0048474167,0.49074242,0.53585571,0.50207525,0.54690993,0.54215932,0,0
3985,"Oral Roberts University",2,6,"Selective private",1,3,"OK",30402,"Tulsa",40143,"Tulsa",0,615.666666666667,0.59393609,0.65634054,0.01434755,0,100535.087642122,76600,0.590599551579084,0.094523638,0.17508399,0.21378261,0.24414337,0.27246639,0.1475347,0.066970475,0.010578523,0.0006038773,0.5457136,40591.4264982066,32700,38400,0.14377555,0.1632795,0.18241644,0.18611288,0.20698622,0.26120496,0.12841535,0.068572208,0.013491246,0.4756076,0.53376049,0.54889053,0.55221391,0.56939834,0.21366872,0.21051718,0.22320043,0.20082568,0.15178795,0.14358784,0.19812526,0.21817438,0.22373749,0.21637502,0.15464811,0.18460125,0.19005121,0.20459606,0.26610339,0.13824764,0.20683032,0.16997093,0.21992436,0.26502675,0.18765433,0.13898315,0.16401801,0.18864138,0.32070306,0,0.0031232336,0.012287182,0.016128041,0.023416016,0.51436514,0.56582725,0.64451802,0.68035185,0.75151819,0,0
3211,"Oregon Institute Of Technology",1,5,"Selective public",1,4,"OR",36501,"Klamath Falls",41035,"Klamath",0,312.666666666667,0.41577825,0.62646729,0.035221688,0.001072816,81399.9142790512,76400,0.573782324536777,0.097608462,0.15997259,0.22547156,0.29258639,0.22436105,0.073204823,0.029028745,0.0011763991,1.6970023e-06,0.66225898,53544.8654800773,51900,57100,0.09100499,0.099598452,0.10868198,0.15468332,0.1653078,0.47172847,0.23574045,0.089312494,0.0080201775,0.59707767,0.63504767,0.65405905,0.69923681,0.67003614,0.1547908,0.096183196,0.2179445,0.1702348,0.36084667,0.10765149,0.11878825,0.19271643,0.20076607,0.38007781,0.085234821,0.12868327,0.18139091,0.18861198,0.41607898,0.088402115,0.10220821,0.10204412,0.11627932,0.5910663,0.098880775,0.095255725,0.14184961,0.17839994,0.48561394,0.010991014,0.019721823,0.0046986239,0.0035582106,0.0075410609,0.52387094,0.53709328,0.65537697,0.672517,0.64572114,0,0
3210,"Oregon State University",1,5,"Selective public",1,4,"OR",38901,"Eugene",41003,"Benton",0,2520.66666666667,0.47778365,0.63577116,0.016455978,0.00079914305,134287.3690182,100600,0.69207488234098,0.050318748,0.090813987,0.16655587,0.26889765,0.42341375,0.22865006,0.11474949,0.018146574,0.0010223733,0.66390646,56049.1884964502,50000,53500,0.092544839,0.10168889,0.10243541,0.12741925,0.23956424,0.4288922,0.24332936,0.11853746,0.016875492,0.59498703,0.61077368,0.65684783,0.67559439,0.67884678,0.15719646,0.124066,0.15403219,0.23767065,0.32703474,0.12788901,0.13491604,0.14482476,0.25350994,0.33886027,0.096050702,0.10857875,0.15005428,0.25196075,0.39335552,0.093341023,0.09293671,0.12485826,0.24348795,0.44537601,0.096992269,0.096514128,0.113246,0.22943005,0.46381757,0.015881617,0.013173465,0.018197775,0.012344206,0.020145165,0.56398898,0.55176151,0.62468988,0.65078104,0.65714687,0,0
1251,"Otis College Of Art & Design",2,8,"Nonselective four-year private not-for-profit",1,4,"CA",38300,"Los Angeles",6037,"Los Angeles",0,124,0.71774191,0.3368251,0.042668778,5.3112406e-05,191723.46875,80500,0.614677588144938,0.10674748,0.17102754,0.18377712,0.1965806,0.3418673,0.22258446,0.15592787,0.045208465,0.011695512,0.59690553,55442.953125,47600,47600,0.13953102,0.17140934,0.14031237,0.15695864,0.16772516,0.36359453,0.2429626,0.15452603,0.021437474,0.5823347,0.67701185,0.58744866,0.58180988,0.57514393,0.040037252,0.22694409,0.18277539,0.15052624,0.39971697,0.12461755,0.040650722,0.17496814,0.19926408,0.4604995,0.13599814,0.13750386,0.25199029,0.15359162,0.32091609,0.18313845,0.15353672,0.097361572,0.25665724,0.30930606,0.24813026,0.15702544,0.12307116,0.11377736,0.35799575,0.00049755187,0.00048593801,0.022124028,0,0.050415359,0.17026976,0.29439241,0.36333972,0.36908808,0.37725437,1,1
1937,"Ottawa University",2,8,"Nonselective four-year private not-for-profit",1,4,"AZ",35001,"Phoenix",4013,"Maricopa",0,96,0.44791666,0.55295604,0.0075951894,0.00029569637,72076.0625,64200,0.521682639916738,0.11509389,0.21144365,0.23168209,0.27373427,0.1680461,0.067418896,0.0049958625,0.00051528704,0.00025815878,0.59861755,41586.94921875,34600,41000,0.090257496,0.092992522,0.11697343,0.25862846,0.32678229,0.2046233,0.084989592,0.055790793,0.004703843,0.49884462,0.58436525,0.58402407,0.6387285,0.6396665,0.24455491,0.093545221,0.26616776,0.32974085,0.065991245,0.081386127,0.1989132,0.26968113,0.26393506,0.18608448,0.0837745,0.12409338,0.26323134,0.29961148,0.22928928,0.046051241,0.096929356,0.27068129,0.30181012,0.28452802,0.092964418,0.052752819,0.21357888,0.48197103,0.15873286,0.0025691751,0.0019405455,0.0014931775,0.0015735369,0.019168293,0.47598708,0.51533306,0.59427851,0.68376118,0.38296846,1,1
3110,"Otterbein University",2,6,"Selective private",1,2,"OH",15900,"Columbus",39049,"Franklin",0,474.333333333333,0.61349261,0.6684373,0.012216149,0,124863.624494905,88100,0.660141065643442,0.046451077,0.11142276,0.20722501,0.30149317,0.33340794,0.18400809,0.10418293,0.015556264,0.00071755098,0.6223321,47374.0395977908,42300,45200,0.072778411,0.08886572,0.11894661,0.18019301,0.31091166,0.30108297,0.13258722,0.061915282,0.01536724,0.58112746,0.62205982,0.60393751,0.65066481,0.61397612,0.076696381,0.13698474,0.24055536,0.28277391,0.26298958,0.06790103,0.115846,0.21208367,0.33455232,0.26961696,0.079697661,0.1479194,0.22106996,0.28895813,0.26235482,0.073278122,0.087037951,0.16702649,0.35889807,0.31375939,0.11736123,0.12831636,0.14762524,0.2771832,0.32951394,0,0.013242058,0.011381128,0.020327831,0.016210223,0.53674257,0.56927192,0.6214031,0.6850993,0.73409224,0,0
1102,"Ouachita Baptist University",2,6,"Selective private",1,3,"AR",34001,"Hot Springs",5019,"Clark",0,297.5,0.55462188,0.75106061,0.023570523,0.00013547484,106601.080729167,88300,0.629623353481293,0.091998719,0.11458884,0.17929862,0.27218994,0.34192383,0.17859945,0.090907171,0.0047171842,0.00018024468,0.61120933,50154.7630208333,40000,44400,0.11585268,0.12080407,0.12659161,0.15785103,0.29877126,0.29598197,0.17455903,0.10962842,0.025975663,0.60111552,0.55233788,0.5971027,0.61021203,0.641846,0.12924747,0.052289668,0.20467661,0.35758135,0.2562049,0.16072296,0.13496046,0.20459923,0.25127769,0.24843967,0.12852606,0.10791945,0.19509447,0.27415606,0.29430395,0.10430613,0.18027927,0.1480099,0.30316159,0.26424307,0.11423828,0.11083186,0.11788964,0.30827704,0.3487632,0.0014725731,0.02586513,0.0088572921,0.011359701,0.053217221,0.76112533,0.82298368,0.71311563,0.71971893,0.76909637,1,1
2023,"Our Lady Of Holy Cross College",2,6,"Selective private",1,3,"LA",3300,"New Orleans",22071,"Orleans",0,129.333333333333,0.7474227,0.57924396,0.018520266,0.00019828662,111970.646222616,88400,0.631638089406122,0.087925419,0.12317283,0.19071168,0.27610287,0.32208732,0.14669414,0.07272663,0.0073956032,0.002675388,0.56903577,39994.6775934278,36600,41600,0.12876008,0.14513698,0.13417898,0.20814902,0.28887185,0.22366324,0.071943752,0.041184936,0.0032125181,0.49374717,0.47835323,0.57115328,0.59182054,0.60348159,0.21573462,0.14801091,0.21982934,0.20578906,0.21063608,0.22140691,0.15465607,0.26008236,0.19520876,0.16864586,0.10741822,0.11291182,0.268549,0.28763932,0.22348163,0.15645356,0.12653033,0.16156045,0.30374402,0.25171161,0.10933038,0.14172131,0.18927358,0.33535191,0.22432278,0.0022551683,0,0.00042487614,0,0.0091068549,0.37570971,0.50011766,0.6552217,0.61841798,0.58649689,0,0
31062,"Our Lady Of The Lake College",2,8,"Nonselective four-year private not-for-profit",1,3,"LA",3500,"Baton Rouge",22033,"East Baton Rouge",0,148.333333333333,0.85842699,0.6088649,0.0089230789,1.41842e-06,94505.8595330056,86500,0.621618811200174,0.063360162,0.15273602,0.17701313,0.31672502,0.29016563,0.092422262,0.042506848,0.0024220604,6.8314228e-05,0.56929171,38825.655565309,37200,42200,0.13985747,0.14892207,0.11793323,0.20363814,0.27040255,0.25910395,0.086036861,0.044174053,9.5855994e-06,0.54072297,0.51032585,0.53746396,0.58294404,0.61108249,0.079366341,0.14050213,0.39251414,0.24678633,0.14083107,0.13052002,0.29201204,0.17348498,0.24752933,0.15645371,0.24117546,0.061060276,0.17188706,0.26364911,0.26222807,0.15586297,0.090215437,0.17266348,0.28393841,0.29731971,0.10994196,0.086324103,0.23144665,0.27694437,0.29534295,2.2386621e-05,5.0226035e-06,4.1805077e-05,0,0,0.26572675,0.59796894,0.57786763,0.64335269,0.67079264,0,0
3598,"Our Lady Of The Lake University",2,6,"Selective private",1,3,"TX",31301,"San Antonio",48029,"Bexar",0,242.666666666667,0.76923078,0.47064355,0.036030967,7.7741213e-05,53909.9815687242,46000,0.426496029022958,0.22076452,0.27259207,0.24315056,0.1638118,0.099681064,0.020017862,0.0057963892,0,0,0.58799863,40071.6220327524,38800,41500,0.095334046,0.10862561,0.091471359,0.23421538,0.35477111,0.21091661,0.082395554,0.02986685,0.0034237728,0.55884814,0.57758546,0.59699118,0.62563419,0.59725082,0.10513688,0.12316948,0.22051691,0.38796681,0.16320996,0.10255679,0.1053897,0.28655028,0.33346868,0.17203459,0.12342577,0.064083502,0.22667661,0.32763597,0.25817814,0.084345743,0.080711506,0.2156301,0.38907054,0.23024207,0.13674688,0.067696616,0.17036757,0.34933066,0.27585828,0.00035214541,0,0.0056962282,0.0079733077,0.0065696379,0.39994863,0.41714668,0.51681799,0.53898633,0.54856271,0,0
22027,"Ozark Christian College",2,8,"Nonselective four-year private not-for-profit",1,2,"MO",29901,"Joplin",29097,"Jasper",0,186.666666666667,0.51071429,0.72365808,0.01219454,0,75367.1777204241,61400,0.557805564041649,0.10642555,0.1900686,0.23820505,0.29128546,0.17401548,0.062443424,0.039068259,0.0025170678,0.00039789654,0.47246662,29060.1675083705,25800,29200,0.17083871,0.1969512,0.18612,0.28713369,0.19253308,0.13726217,0.057049714,0.024727404,0.0087180864,0.45337373,0.44344786,0.48320758,0.48750758,0.47595879,0.32902235,0.14335212,0.17930734,0.23373535,0.11458282,0.20311528,0.21727473,0.31993079,0.14565077,0.11402846,0.20798923,0.20144759,0.25268599,0.20226154,0.13561565,0.15894264,0.15724052,0.33258712,0.20693317,0.14429645,0.15795837,0.20560732,0.28832567,0.18112002,0.1669886,0,0,0.0087124743,0.018164508,0.0077675525,0.64356673,0.7540068,0.7308079,0.7205109,0.73497295,0,0
2791,"Pace University",2,6,"Selective private",1,1,"NY",19400,"New York",36061,"New York",0,1353.33333333333,0.59507388,0.50160986,0.084326468,0.0041901637,104767.829446967,68600,0.553770070504672,0.15173292,0.19243732,0.18526562,0.1999974,0.2705667,0.15545209,0.075344518,0.012134688,0.0016642258,0.7052319,68356.6361780326,60700,65800,0.097328581,0.10438566,0.086589351,0.093151219,0.17359127,0.5422824,0.34858468,0.19351357,0.035503972,0.71831959,0.68093818,0.69827932,0.70739871,0.71833014,0.098959312,0.078309141,0.089358784,0.17761688,0.55575591,0.12010104,0.10162356,0.09528058,0.18220817,0.5007866,0.10760339,0.083334558,0.10498757,0.16964255,0.53443193,0.10476667,0.073684894,0.10208504,0.18299975,0.53646362,0.093766481,0.092307337,0.079055108,0.1609544,0.57391673,0.027615389,0.024291562,0.037267216,0.044427641,0.040099017,0.46153393,0.46881136,0.49599698,0.49504155,0.55611032,0,0
3785,"Pacific Lutheran University",2,6,"Selective private",1,4,"WA",39400,"Seattle",53053,"Pierce",0,552.333333333333,0.62100184,0.64731389,0.0094195455,0.00065412431,140269.544800468,100900,0.698552184171107,0.032666117,0.084774762,0.18553948,0.27052325,0.42649651,0.22121444,0.12168518,0.027438395,0.0012145349,0.6578517,52202.7037119983,47900,50300,0.086250089,0.091224678,0.1139084,0.13738455,0.26778698,0.38969553,0.19338892,0.093345791,0.018003406,0.58881986,0.66032588,0.62037194,0.6512863,0.68311626,0.17117375,0.086667776,0.15537794,0.29842222,0.2883583,0.075785212,0.14500259,0.091133498,0.27121937,0.4168593,0.12114795,0.13393556,0.14839494,0.2497326,0.34678894,0.098252177,0.10635082,0.16686976,0.27300885,0.3555184,0.070695065,0.10589543,0.12170761,0.26930025,0.43240163,0.020024551,0.035129521,0.016941333,0.0089417985,0.020654177,0.55375516,0.65028608,0.64538324,0.60984576,0.67849445,0,0
1258,"Pacific Union College",2,6,"Selective private",1,4,"CA",37800,"San Francisco",6055,"Napa",0,233,0.53648067,0.62284768,0.027723918,0.0063170469,175658.9375,96400,0.700650751590729,0.061517224,0.11683501,0.17195189,0.22731197,0.4223839,0.27421159,0.16267802,0.018889029,0.0022361036,0.64369875,57674.84375,50700,56800,0.10982153,0.12654644,0.12441075,0.12320363,0.17913899,0.44670022,0.30070442,0.15818857,0.024757825,0.6092658,0.6874615,0.654715,0.62890202,0.64008689,0.030233465,0.22060505,0.10870232,0.18978994,0.4506692,0.098741673,0.04950868,0.18106849,0.25401407,0.4166671,0.13148379,0.13085733,0.10763929,0.2245107,0.40550882,0.11936934,0.12359527,0.12745902,0.20950051,0.42007592,0.15011725,0.12893374,0.11335584,0.12206639,0.4855268,0.10268745,0.026782887,0.00083323848,0.0077303573,0.031751018,0.49487707,0.52279222,0.58445817,0.60616612,0.69376761,1,1
3212,"Pacific University",2,6,"Selective private",1,4,"OR",38801,"Portland",41067,"Washington",0,240,0.62083334,0.61115921,0.01356675,0,104811.542057292,92700,0.660481200615565,0.043146346,0.10413396,0.21547845,0.30736187,0.32987934,0.13502333,0.045420758,0.010610553,0.00010348759,0.65049332,51289.5192708333,47500,51100,0.094716921,0.1015389,0.11213144,0.13718036,0.26247337,0.38667589,0.1641535,0.091616116,0.015584375,0.64586627,0.59452635,0.64165217,0.66049385,0.665223,0.080734372,0.28216538,0.083159529,0.23950508,0.31443566,0.14152962,0.15473783,0.13701828,0.23672353,0.32999066,0.098512493,0.12733977,0.18328618,0.23397732,0.3568843,0.07133922,0.092375845,0.15451558,0.30797574,0.3737936,0.12175117,0.084915236,0.098028697,0.24982336,0.44548151,0,0.013234529,0.012792076,0.017758507,0.01816272,0.66666043,0.55184722,0.58838993,0.61361295,0.63520998,0,0
1587,"Paine College",2,6,"Selective private",1,3,"GA",8401,"Aiken",13245,"Richmond",0,176,0.70738637,0.24559337,0.020358527,7.4311902e-06,51830.06640625,36800,0.353656649589539,0.30075237,0.29531145,0.20810868,0.1373938,0.058433782,0.015671721,0.0026042666,0.00083906337,0.00012919997,0.52414745,32823.115234375,34100,34100,0.066513143,0.064517573,0.24658565,0.3277933,0.24114722,0.11995634,0.056033626,0.01989973,0.0032917422,0.47683045,0.52007776,0.55361187,0.57877278,0.5548746,0.040751494,0.34347466,0.3519536,0.19612823,0.067691989,0.06904275,0.23261993,0.36522812,0.22011793,0.11299133,0.092966087,0.15512007,0.26903227,0.30959424,0.17328735,0.089509085,0.16352879,0.32856131,0.26635134,0.15204948,0.0038899877,0.33952683,0.22172351,0.27610016,0.15875953,2.4708666e-05,0.00033012053,0.014316453,0.001509855,0,0.22052167,0.26321489,0.28380421,0.29100415,0.042720195,1,1
8849,"Palm Beach Atlantic University",2,6,"Selective private",1,3,"FL",7100,"Port St. Lucie",12099,"Palm Beach",0,361,0.65927976,0.71113503,0.015135125,8.34518e-05,179931.645833333,92200,0.653313279151917,0.078621522,0.12019055,0.18422702,0.26147559,0.35548535,0.21000716,0.12369178,0.037590805,0.007494885,0.56711233,43633.4309895833,36000,40200,0.12482382,0.13625133,0.17369065,0.17904824,0.26144046,0.24956939,0.1373453,0.094860248,0.013668732,0.56552267,0.51494908,0.54680216,0.57163572,0.59229881,0.10559092,0.1524455,0.25593811,0.29351932,0.19250613,0.15020439,0.17282651,0.26955706,0.24039221,0.1670198,0.12181187,0.22956549,0.16771477,0.25328588,0.22762202,0.11435424,0.17227395,0.2039485,0.27284941,0.23657399,0.16190426,0.15076697,0.11899969,0.25729632,0.31103277,0.0010614371,0.00047739752,0.014211067,0.011422015,0.02228857,0.65512645,0.63603169,0.66799998,0.75592965,0.73832065,1,1
1512,"Palm Beach State College",1,7,"Nonselective four-year public",1,3,"FL",7100,"Port St. Lucie",12099,"Palm Beach",0,3321.33333333333,0.53040946,0.37912983,0.019405609,0.00031704045,87478.2612451701,61900,0.522468329827884,0.16229346,0.21316084,0.2030202,0.20403254,0.21749291,0.10387887,0.049879692,0.0083081387,0.00081187236,0.51016808,33655.0508555409,29100,34000,0.14202815,0.15680121,0.19873565,0.23680228,0.24018748,0.16747336,0.067974389,0.027898941,0.0035470994,0.47639391,0.49806908,0.51209348,0.53301996,0.52399349,0.1650493,0.24192797,0.25452891,0.21892278,0.1195711,0.14728999,0.22497809,0.25309816,0.23716821,0.13746554,0.16006416,0.19527061,0.23060875,0.2464252,0.16763131,0.14713895,0.17331882,0.23795848,0.23804829,0.20353553,0.16598676,0.16786408,0.21230008,0.2551986,0.19865046,0.001953501,0.0022381383,0.0030584678,0.0058005615,0.0043612518,0.28710261,0.33090916,0.38232532,0.43215823,0.44233155,0,0
2498,"Park University",2,6,"Selective private",1,2,"MO",29502,"Kansas City",29165,"Platte",0,543,0.34929404,0.58511174,0.038710412,2.4137785e-06,78712.305152701,65300,0.525164076819458,0.14047748,0.18094228,0.24073385,0.26781905,0.17002735,0.063566074,0.024938745,0.0048766648,0.00061953464,0.63168681,47026.2043863183,43600,45700,0.093431465,0.10482242,0.10758337,0.14318191,0.32124975,0.32316256,0.15477081,0.062181961,0.0047928137,0.60618728,0.5901168,0.64244467,0.6488452,0.65473443,0.13950938,0.11037458,0.14587267,0.32868025,0.27556312,0.14183503,0.11226875,0.16238159,0.32183605,0.26167861,0.084156141,0.10710122,0.14040716,0.33200994,0.33632553,0.084818333,0.10787834,0.14688088,0.30959016,0.35083231,0.097545147,0.10050909,0.11862877,0.31761748,0.36569953,1.7182672e-05,0.0034202246,0.0051043192,0.0068573686,0.006506131,0.48419109,0.50624353,0.62551206,0.60604423,0.66225117,0,0
2795,"Paul Smith's College Of Arts & Sciences",2,8,"Nonselective four-year private not-for-profit",1,1,"NY",18400,"Plattsburgh",36033,"Franklin",0,252,0.29100528,0.49730739,0.020132689,0,79745.361328125,76300,0.564845077890568,0.11007942,0.16110688,0.20815116,0.28640699,0.2342557,0.08973635,0.024601808,0.0018555952,9.5855103e-05,0.55502635,36066.5262793486,34000,36000,0.10278606,0.10766647,0.14180849,0.26721275,0.31364784,0.16966461,0.055179853,0.020956626,0.00030272783,0.51314437,0.53264087,0.55919963,0.552589,0.58937389,0.13980138,0.16598772,0.34942538,0.1618931,0.1828924,0.10003416,0.17312418,0.32024631,0.28841212,0.11818322,0.11850343,0.13012052,0.23757938,0.32570335,0.18809338,0.10847401,0.15802045,0.24740797,0.31097108,0.17512648,0.087198243,0.099473685,0.24265164,0.39487502,0.17580144,0,0.00030116847,0,8.1971164e-05,0.00098495104,0.41760507,0.47278649,0.50158346,0.51526362,0.5258708,0,0
3786,"Peninsula College",1,7,"Nonselective four-year public",1,4,"WA",39303,"Port Angeles",53009,"Clallam",0,316,0.5,0.45821464,0.020161942,0.00013580384,74234.5355683017,64900,0.514489840480346,0.15143771,0.18794328,0.26307112,0.24913608,0.14841184,0.063223042,0.024907755,0.0059847846,0.0022130124,0.47458738,29916.9375782898,23600,30400,0.16699913,0.18278736,0.23566163,0.23016369,0.19564387,0.15574345,0.059461925,0.024358857,0.0019742483,0.43413317,0.45745096,0.4630332,0.47671592,0.55447483,0.19406083,0.27930799,0.28030396,0.1131903,0.13313685,0.21010479,0.22469653,0.21776474,0.21621825,0.13121571,0.18363285,0.25306216,0.22414543,0.21506266,0.12409686,0.19573785,0.24821161,0.19519605,0.19881067,0.16204385,0.11345188,0.15309998,0.26407003,0.21398658,0.25539151,0.0008967637,0,0.00041648652,0,0.011649198,0.38439703,0.43337822,0.50141329,0.48521826,0.44308591,0,0
