"Name","Description","Summary","wtdprop","n_colleges","mr_kq5_pq1","mr_ktop1_pq1","k_rank","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","par_q1","par_q2","par_q3","par_q4","par_q5"
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.notimportant",0.105224217746866,351,-0.204118705310189,-0.270479322331949,-0.585341478375461,0.621989432759689,0.601898817593237,0.438961733938162,0.230806379560189,-0.497044641395552,-0.433728278849638,-0.385300930941538,-0.290256059408698,-0.478199567329641,-0.560626991359107,-0.554247435856056,-0.60790935517106,-0.60246945118851,0.344846126390805,0.275404404743766,0.253640013618104,0.165161436111324,-0.408036474484937,0.515568979028044,0.515568979028044,0.515568979028044,0.515568979028044,0.515568979028044,0.517602131896379,0.502177202847372,0.404144551769166,0.184394981931889,-0.474487428967274,0.562511007946627,0.609589407481686,0.434110518296302,0.213906293804525,-0.50341277729394,0.542153452777947,0.58656985761639,0.463758228985666,0.245084434225521,-0.520781244085852,0.0296674410881502,0.137688718355404,0.375450415885779,0.293132446631438,-0.284318406240046
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.somewhatimportant",0.3729284852267,351,-0.362563630790394,-0.209328722701753,-0.213094657944584,0.168705229087355,0.172821742420834,0.181525865083173,0.193078834557464,-0.218274537037775,-0.202923163258471,-0.179120779048593,-0.107444244275523,-0.196984029194029,-0.224305973531576,-0.2275045349668,-0.271624888879913,-0.2273274520958,0.138716890297784,0.0812340127370692,0.114674858699616,0.122377328515793,-0.18522855498491,0.211804990920233,0.211804990920233,0.211804990920233,0.211804990920233,0.211804990920233,0.171052657273548,0.169139791003509,0.187075920138489,0.194789504115993,-0.242337377273111,0.208857447123187,0.206152164683056,0.197397631928003,0.213474184612668,-0.262768558673576,0.140914022379938,0.187364528219969,0.219602313536112,0.178602227900361,-0.231822860136294,-0.290869845546019,-0.208649826627871,0.134546006029604,0.316286260911367,-0.0330682968543741
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.veryimportant",0.37572553962933,351,0.141451431581847,0.215054736769254,0.622805736490916,-0.628813110340265,-0.659152326473082,-0.483025216125865,-0.254907192864993,0.537184431258129,0.462325414653367,0.401259545377973,0.284614103702732,0.493104463887048,0.584109084031612,0.589579519192054,0.637324275405664,0.635359476886576,-0.335673537576455,-0.302308005076062,-0.288627754097439,-0.163575262272076,0.430754537001119,-0.51784453091461,-0.51784453091461,-0.51784453091461,-0.51784453091461,-0.51784453091461,-0.531322459005106,-0.551204833287859,-0.440117281591547,-0.193538721618112,0.508169715890255,-0.545239334923395,-0.658333419184906,-0.477275954126571,-0.236344841916907,0.538331434306189,-0.55274047692751,-0.634989668393703,-0.498241733197099,-0.273215623096256,0.559017083124504,-0.117782046873382,-0.227503571390489,-0.403514648016595,-0.262896211218446,0.330097252194733
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.essential",0.146121757397104,351,0.408482966769462,0.256816550517886,0.157147623735658,-0.149346917810194,-0.0975301011999671,-0.120555895505754,-0.15381568515404,0.159207380384588,0.157695228927803,0.149449690584124,0.106344633430353,0.167175446051422,0.183141662328985,0.17305895926475,0.220826231979889,0.175501711817118,-0.139438693674942,-0.0458664167843113,-0.068301748790682,-0.116083937569653,0.147661933842023,-0.194941614939358,-0.194941614939358,-0.194941614939358,-0.194941614939358,-0.194941614939358,-0.144120023694528,-0.103352498091973,-0.134757147463712,-0.172027080925574,0.188923560496631,-0.213687669060155,-0.138138633036232,-0.136424808871609,-0.174788567125839,0.20664318110983,-0.119303671438994,-0.120940010230231,-0.166761217894049,-0.135775966124406,0.173958203645256,0.369867693421667,0.29492602629397,-0.0943393567593452,-0.329141421903118,-0.0201208518657884
"GOAL21","Goal: Participating in a community action program","GOAL21.notimportant",0.274299142431115,351,-0.0810560856751715,-0.264507761175115,-0.12340259067998,-0.135252060710927,0.025682736743249,0.222771727864209,0.232947621473416,-0.166666204299688,-0.203526058778589,-0.299428444249405,-0.41989846952797,-0.124736443748458,-0.141194690882094,-0.133198556316509,-0.106130387754235,-0.0799143788945814,-0.0599035287539412,0.127871255821191,0.176528431530823,0.158649471993494,-0.184564360945897,-0.0238800636887164,-0.0238800636887164,-0.0238800636887164,-0.0238800636887164,-0.0238800636887164,-0.0558314022708235,0.01087899475151,0.246716533666054,0.157636179810688,-0.164618179247375,-0.129560010154747,-0.0108653495919681,0.18787654366259,0.192865368991277,-0.138619262254869,-0.157283331431039,-0.0472932536673768,0.185881098077588,0.230363879143691,-0.128309070290147,-0.0155495107717806,0.132048076986652,0.397820658558041,0.560756434605577,-0.384807911129139
"GOAL21","Goal: Participating in a community action program","GOAL21.somewhatimportant",0.468923927277145,351,-0.0683006765010445,-0.128297507057822,0.0375166805230356,-0.084340898637882,-0.13967309427473,-0.0397834181066018,0.147443135025336,-0.00829819161774815,-0.0538677811192751,-0.0742892958663949,-0.105813655012682,-0.0304430092380954,0.0248205323941678,0.0196998335836144,0.0179673148996617,0.0364082002608677,-0.0193000728720773,-0.0103460835241195,-0.0179504690088515,0.12582332818146,-0.0398034736454378,-0.0575975769213561,-0.0575975769213561,-0.0575975769213561,-0.0575975769213561,-0.0575975769213561,-0.0599460274598402,-0.0887268848707117,-0.0187097427994513,0.17420651361766,-0.0412144450154361,-0.0337249104856676,-0.134125622780519,-0.0421875456607556,0.167592483558025,-0.0325063381930731,-0.0939734474361889,-0.118386074814874,-0.0163059360911929,0.10835474206292,-0.00123369859086088,-0.139482215264011,-0.15142678123582,0.0142431881339533,0.198118570172993,-0.00372105966682658
"GOAL21","Goal: Participating in a community action program","GOAL21.veryimportant",0.200504496033648,351,0.0566897686412505,0.285684395807437,0.130219795731878,0.154153444718553,-0.0157899210600695,-0.230048206778257,-0.27691344787116,0.183873092541953,0.230328467472374,0.327730855511988,0.448911760418791,0.145751540553664,0.14421458850378,0.142408635510443,0.111390259910096,0.0853401068552708,0.0670811813364719,-0.136752362941613,-0.187343118058102,-0.192267783521218,0.2061978597522,0.0445665621205072,0.0445665621205072,0.0445665621205072,0.0445665621205072,0.0445665621205072,0.0660565856687493,-0.0122671526810282,-0.252657904581448,-0.202105465985778,0.186467465929418,0.144383665877796,0.0273788612206333,-0.194757738417271,-0.238341930601774,0.157561636500218,0.181076171485574,0.0539042405102656,-0.195769631834674,-0.267058803678861,0.142977707910034,-0.000352738120992756,-0.141369708753311,-0.415199044637214,-0.590008006802416,0.40892288687402
"GOAL21","Goal: Participating in a community action program","GOAL21.essential",0.056272434258092,351,0.164453038609472,0.264820431395898,0.0335939353738719,0.139406541214596,0.102080604744385,-0.0969740238022462,-0.221935049003883,0.0889133820188838,0.141125308302926,0.222566009170285,0.332710167836046,0.0758087004882124,0.0646822379121632,0.0533405128030634,0.043974349597486,0.00808842400273662,0.0461780059082032,-0.0595297462001611,-0.0811610346189205,-0.16950305161313,0.123868491109695,0.035586708147488,0.035586708147488,0.035586708147488,0.035586708147488,0.035586708147488,0.0778579064393028,0.0821315878627827,-0.136001914282532,-0.196923482438253,0.111534982015055,0.0932648537012138,0.109293658644157,-0.07199794273577,-0.212198045301418,0.090797602808009,0.154866571865365,0.135840403311303,-0.0906715492106878,-0.194847163528562,0.0608702067857604,0.175350757527406,0.0766908167125095,-0.24893635875105,-0.516874273151258,0.217942722445349
"GOAL23","Goal: Raising a family","GOAL23.notimportant",0.0711944019515985,351,0.20946464968425,0.0296995980777516,-0.137036536859985,-0.10230087425822,0.1913337927391,0.218164448576692,0.113724115773907,-0.15270510818021,-0.160852254510157,-0.189364635381871,-0.19829437220675,-0.0586791830860976,-0.120922681135956,-0.137444995504052,-0.111462319273362,-0.109719927309755,-0.0644442157557983,0.122751437812821,0.123958455943991,0.0387148421439985,-0.100794769646569,0.000857021625650418,0.000857021625650418,0.000857021625650418,0.000857021625650418,0.000857021625650418,-0.0333193519506035,0.186236109736291,0.171492198082324,0.0439394675754776,-0.129740762412016,-0.141970529442574,0.140189388598285,0.20745045861541,0.0679393423001252,-0.115379035879966,-0.129679357792949,0.150392502484337,0.217928485321333,0.137720181953812,-0.143370193035745,0.277109271807091,0.284420173915799,0.167121093371203,0.089859597533817,-0.243669215375711
"GOAL23","Goal: Raising a family","GOAL23.somewhatimportant",0.181769291499279,351,0.149912523946313,0.0715233461770828,0.14382791330503,-0.366888127489386,-0.108716221861231,-0.0185291101819381,-0.000346401212036416,0.0931057631750759,0.0487955591142853,-0.0128605566125551,-0.0790996188828201,0.124468004416864,0.124173874651278,0.118481845442359,0.155756343284372,0.173762265484094,-0.154833572617892,3.97489436507131e-05,-0.0436559812280385,-0.0678150121410302,0.101795837388287,-0.18062838620938,-0.18062838620938,-0.18062838620938,-0.18062838620938,-0.18062838620938,-0.251191968637991,-0.0278253295654455,-0.0407808610582816,-0.0387418324504885,0.0897718395274831,-0.342967734170701,-0.159646243032565,-0.00845310080318962,-0.0175685863949081,0.109718212058984,-0.367350772006312,-0.139265690781213,-0.00204867079129389,0.00398497851358233,0.110676187774678,0.0628749337407371,0.0568850088473876,0.026901198280075,0.0813988741245239,-0.0739599171683522
"GOAL23","Goal: Raising a family","GOAL23.veryimportant",0.348447974571117,351,-0.0909166672123288,-0.219147105943335,0.117636470532111,-0.352493144268807,-0.211709592520741,-0.0255858445688622,0.171764990002313,0.037219139255293,-0.0595952860212219,-0.142874958244043,-0.234376434852297,0.0198773995318632,0.0713007350262168,0.113899285846441,0.121237782903195,0.136780109098966,-0.0843306685253959,-0.034985379336101,-0.00177343751022622,0.0836449072637651,0.00197451148371214,-0.218598286148146,-0.218598286148146,-0.218598286148146,-0.218598286148146,-0.218598286148146,-0.29717162164967,-0.161752571501225,-0.0237397177585671,0.178527939968624,0.022766760282046,-0.290843727894175,-0.242316524917948,-0.0400378271177254,0.156022832046393,0.0432561667599845,-0.354216605369101,-0.21153683137133,-0.0117753189320703,0.149346759968939,0.0550518720749182,-0.156237571906616,-0.0983567294288106,0.136815226851718,0.34041219066731,-0.110452629677796
"GOAL23","Goal: Raising a family","GOAL23.essential",0.398588331978006,351,-0.124232852075236,0.0390251059737085,-0.0761586479490304,0.385333818979208,0.0748799117979476,-0.0611828916877809,-0.112789551673788,-0.00934678211509309,0.0578101291723409,0.136654629925018,0.214045096564044,-0.0548684951090988,-0.0523870928585186,-0.0604740597093384,-0.0938215279573214,-0.110783100017148,0.144235647739498,-0.0317801228212753,-0.0216862536273142,-0.011300197947835,-0.0192087287982874,0.188922211378051,0.188922211378051,0.188922211378051,0.188922211378051,0.188922211378051,0.272887423310502,0.0116624733049709,-0.032127149561108,-0.0681523652850124,-0.0102103365239148,0.361780242833021,0.134738162079161,-0.0568131939209507,-0.0796475093160019,-0.0350051903274915,0.396571436557465,0.107053191000658,-0.075850427019869,-0.115014918819754,-0.0298550195334213,-0.0748097203223269,-0.0979322803418018,-0.133581869036854,-0.218007870318911,0.177522585239136
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.notimportant",0.618176415991749,351,-0.262452661930446,-0.267362412628405,0.0792027574638805,-0.175450688966706,-0.235803832031025,-0.00446244743686312,0.141753336906058,0.0186547335294446,-0.00625460041269915,-0.0795246743224336,-0.22133641217171,0.00413386730232295,0.0508918200168905,0.0871114881261822,0.090124630357225,0.101471389822705,-0.104768150898731,-0.0631770481213906,0.0873594263253648,0.157812429180311,-0.057698270611484,-0.15187126180148,-0.15187126180148,-0.15187126180148,-0.15187126180148,-0.15187126180148,-0.195225257931572,-0.252413144112465,0.0520083711566552,0.173432242357904,-0.00133120605299634,-0.155328388894695,-0.230261834627821,-0.0463090313448267,0.153870711696143,0.0197580535384143,-0.133042627399376,-0.262472577813303,-0.069930743229841,0.112324344974822,0.0550806085711091,-0.230940849395048,-0.096166465906254,0.196308288562046,0.417268244566596,-0.141026530256047
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.somewhatimportant",0.236585964351209,351,0.426646051314818,0.346534578935883,0.0245426440861655,0.110148697628504,0.11493829607582,-0.0874418687621812,-0.210805402053277,0.0826668462391533,0.0960132944456489,0.157682603067681,0.27291881719132,0.089786520655744,0.0535299887212393,0.0152402744410771,0.0196735352403299,0.0143233111584268,0.0628910092901866,-0.0469206398411214,-0.135840467384412,-0.207092501084182,0.157183746833763,0.0654698029710615,0.0654698029710615,0.0654698029710615,0.0654698029710615,0.0654698029710615,0.163991857368816,0.155919930801143,-0.159350624554162,-0.244589574703781,0.108139699683341,0.12385054226214,0.107029638201314,-0.0579052499288942,-0.227657713388121,0.0887037430295436,0.0584914298437309,0.140231422388592,-0.0290537415696138,-0.18324260685757,0.0556456255479902,0.336332600102995,0.162505707023936,-0.186989325991753,-0.447045944683149,0.103155054921065
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.veryimportant",0.0901400255979224,351,0.139322053096613,0.207316501718361,-0.103158203788153,0.17943660897907,0.25496900660908,0.0306293341509093,-0.104972212590928,-0.0494717489173952,-0.0202049868933224,0.0598836687369524,0.214306775558378,-0.0503690341606746,-0.0871971375132512,-0.117122209064852,-0.121164463873725,-0.1249130910254,0.12370676337564,0.095999940324176,-0.0583251543418889,-0.125475716527007,0.0108908833270885,0.167230193654859,0.167230193654859,0.167230193654859,0.167230193654859,0.167230193654859,0.192101055850157,0.280274222211202,-0.0221139439949304,-0.124406503525359,-0.0402600061682527,0.16594938546287,0.254436072427014,0.0739731756488878,-0.109313686775611,-0.0595749495619152,0.135771289203735,0.268212629978015,0.0970312781360994,-0.0757586635456745,-0.0837527572739503,0.139044431477765,0.0288668138637741,-0.200776344499119,-0.380766397759962,0.171353166490238
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.essential",0.0550975940591195,351,0.0864366513262738,0.137736807114487,-0.160996820295153,0.19666994055441,0.292890028447547,0.0935413774591445,-0.0438176190666652,-0.110624428344167,-0.0833331213514569,-0.02548093182672,0.0921691071720786,-0.0773706554834389,-0.131290490194743,-0.159049024506736,-0.169428923309316,-0.191586007430904,0.105800540624892,0.14989761904888,-0.0254725612774734,-0.0752657691707626,-0.0418745776006853,0.196533230438589,0.196533230438589,0.196533230438589,0.196533230438589,0.196533230438589,0.17413590854375,0.265759569638364,0.0710861062083049,-0.0739283052758255,-0.0940079983332212,0.134754698788592,0.287476549473311,0.135875036049409,-0.053280238985216,-0.111995464296255,0.180615531037903,0.325031016986163,0.145883109992279,-0.0213463130802085,-0.149012186630814,0.109660509378743,0.0443776970757384,-0.140561953149606,-0.279266666155249,0.114904887809228
"HSGPA","What was your average grade in high school?","HSGPA.d",0.000885152049798579,351,0.136019860241864,-0.188287575391863,-0.43940851466077,0.239588493068441,0.441266200239725,0.475839850951843,0.242594299730795,-0.414750335799302,-0.393599219575351,-0.378999974271285,-0.322876655028725,-0.381421544313292,-0.39756119366952,-0.419185685429775,-0.383901072801912,-0.401479187242796,0.144696504197594,0.294634325204761,0.343382594805972,0.14091540070397,-0.382027666551467,0.171357449181086,0.171357449181086,0.171357449181086,0.171357449181086,0.171357449181086,0.231959578708022,0.347418511202565,0.431866108339097,0.165115845666916,-0.382228889639869,0.157480900859297,0.338213299239019,0.430536795353351,0.19794932292159,-0.359297492321866,0.159267095487776,0.383602673084676,0.416885432494585,0.276020215278041,-0.391413955475682,0.45441429848174,0.520829770529205,0.473074486624963,0.197434276066575,-0.498781402139233
"HSGPA","What was your average grade in high school?","HSGPA.c",0.0514640698455339,351,0.0999682695538825,-0.361430411650262,-0.569168816812903,0.138896263723408,0.510303672862099,0.635639276491339,0.529406926306696,-0.599451665093037,-0.615475327411348,-0.612178124939344,-0.54197776501974,-0.508768278655875,-0.507093975314302,-0.52829692872987,-0.496809207425695,-0.53219774757458,0.113501162550033,0.373887061029677,0.487664183967376,0.349302821890622,-0.565810309364982,0.0837161523314576,0.0837161523314576,0.0837161523314576,0.0837161523314576,0.0837161523314576,0.157289432039119,0.403803496809362,0.554106011650259,0.408688183110872,-0.546262449597861,0.0328988746608175,0.371842621739608,0.582359300131765,0.46421893001436,-0.53338652741369,0.0627695998005655,0.435639617323999,0.582813330606728,0.563212002412864,-0.577503208665764,0.508110383085907,0.640119348673078,0.599889543039455,0.37732461126003,-0.659377508116426
"HSGPA","What was your average grade in high school?","HSGPA.b",0.448791134989926,351,0.0880667681180953,-0.455701588545317,-0.442951728655448,0.0397747508597907,0.339643792056319,0.452091203461091,0.530222021274407,-0.481307956193872,-0.569102407014697,-0.653470379898121,-0.721442040759456,-0.375949697726173,-0.403190581027126,-0.390392554283356,-0.359820764013692,-0.434536472000173,0.0101346639843726,0.263892818489606,0.368082020854864,0.376881912405057,-0.448558466673865,0.0378256617886159,0.0378256617886159,0.0378256617886159,0.0378256617886159,0.0378256617886159,0.0253750924336762,0.269743580852404,0.3945981398106,0.417749923008439,-0.428003729304225,-0.0851530175764551,0.233358775704275,0.406214564869166,0.45064868680019,-0.410897294874411,0.0136513536528137,0.299676210062884,0.440816471478581,0.535404936449188,-0.47700968830377,0.301281625071571,0.441451744732278,0.49884409593707,0.492464106678167,-0.561754542908236
