corr_type,Name,Description,Summary,wtdprop,n_colleges,mr_kq5_pq1,mr_ktop1_pq1,k_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top5pc,k_top1pc,k_rank_cond_parq1,k_rank_cond_parq2,k_rank_cond_parq3,k_rank_cond_parq4,k_rank_cond_parq5,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,par_q1,par_q2,par_q3,par_q4,par_q5
Pooled,RATE09,Self Rating: Emotional health,RATE09.belowaverage,0.058504585,351,-0.105753081,-0.114041833,-0.171118124,-0.023664843,0.176554096,0.221414524,0.185481459,-0.196748786,-0.212200923,-0.210465917,-0.175703252,-0.133757567,-0.163438122,-0.159493635,-0.165453384,-0.183129527,0.105341114,0.101938402,0.087745825,0.118861577,-0.167821585,0.073828209,0.164383771,0.1661959,0.114955241,-0.184381987,-0.030766955,0.172007933,0.194750049,0.138534775,-0.18072537,-0.060182521,0.149516056,0.217585373,0.174043636,-0.189197964,-0.034327263,0.186390555,0.256071202,0.19442639,-0.212668605,0.000505685,0.040121995,0.111826413,0.146841337,-0.106067207
Pooled,RATE09,Self Rating: Emotional health,RATE09.highest10pct,0.20535683,351,0.08750575,0.468465665,0.401790557,0.046621587,-0.271404832,-0.456893853,-0.58506696,0.478270227,0.569252057,0.629166903,0.650964348,0.375079727,0.391504501,0.374966524,0.367830624,0.38756704,-0.042686444,-0.256157,-0.333271054,-0.400880417,0.451026417,-0.032162992,-0.297035707,-0.421623294,-0.437570007,0.463729141,0.050737664,-0.261613088,-0.40309686,-0.498968685,0.453284922,0.094086642,-0.197573141,-0.416677433,-0.534128817,0.446795128,0.082706315,-0.234427835,-0.468521031,-0.572867859,0.468426339,-0.110198864,-0.247507495,-0.491776989,-0.613787502,0.502306845
Pooled,RATE09,Self Rating: Emotional health,RATE09.lowest10pct,0.007581145,351,0.093342025,-0.073031048,-0.213550804,0.019976042,0.221447799,0.263021336,0.177745378,-0.225063653,-0.233998411,-0.239223466,-0.223744376,-0.157954466,-0.197393808,-0.185092429,-0.18388495,-0.198107125,0.089078608,0.141897268,0.11248771,0.10972526,-0.184678948,0.089639843,0.18343536,0.202630215,0.106265164,-0.205002904,0.0106658,0.195299745,0.204848965,0.105643666,-0.182980051,-0.043173645,0.172439367,0.247708294,0.151464682,-0.196844804,-0.017519624,0.199257455,0.259959482,0.190907036,-0.21875334,0.245284206,0.271492929,0.219140736,0.126560107,-0.262542152
Pooled,RATE10,Self Rating: Leadership ability,RATE10.aboveaverage,0.39944191,351,-0.429969883,0.20034726,0.351699884,-0.007460508,-0.293121437,-0.399271177,-0.369612784,0.373824608,0.437810035,0.501313966,0.552084605,0.266050845,0.290940847,0.298168928,0.26537637,0.317936527,0.01543224,-0.222033551,-0.272917479,-0.214229455,0.304742688,-0.021609519,-0.273493759,-0.273806153,-0.252361146,0.310206391,-0.036447168,-0.206516943,-0.316510638,-0.255835896,0.30630111,0.097305957,-0.187334854,-0.344331542,-0.283914234,0.291867384,0.045433169,-0.243289399,-0.36582142,-0.384414522,0.352381828,-0.604110735,-0.650089281,-0.498988305,-0.318472305,0.631056955
Pooled,RATE10,Self Rating: Leadership ability,RATE10.average,0.311489049,351,0.247495564,-0.357085966,-0.38163918,-0.020645666,0.275600675,0.433874153,0.475841999,-0.425732117,-0.509315339,-0.595838595,-0.670046275,-0.328019474,-0.346646033,-0.334446445,-0.326976565,-0.350101205,-0.006969906,0.263261437,0.290124617,0.294037745,-0.36768681,0.022427664,0.294308896,0.341661054,0.327114262,-0.378118666,-0.014892281,0.211142715,0.382594814,0.374372704,-0.38007023,-0.076752971,0.179453407,0.390432205,0.404612659,-0.370964421,-0.06916493,0.222740634,0.413108322,0.474251262,-0.402156502,0.404153422,0.490864726,0.543113754,0.514990923,-0.625844047
Pooled,RATE10,Self Rating: Leadership ability,RATE10.belowaverage,0.067851398,351,0.196162701,-0.236816903,-0.331549288,0.066161323,0.270247327,0.353814623,0.329328655,-0.344555373,-0.399949948,-0.46078779,-0.518247861,-0.267297027,-0.290443755,-0.292197591,-0.288457923,-0.324526803,0.09234736,0.193488789,0.189395472,0.190208672,-0.278311746,0.140931495,0.257207552,0.247110853,0.189741845,-0.292907229,0.065795488,0.229712968,0.304356355,0.22321586,-0.297529664,0.006223396,0.204979394,0.304063663,0.275456966,-0.295756891,0.015298329,0.25798447,0.373998581,0.329192468,-0.344160698,0.294903121,0.354556716,0.456481327,0.431957968,-0.497393091
Pooled,RATE10,Self Rating: Leadership ability,RATE10.highest10pct,0.214528248,351,-0.063572064,0.356633589,0.335010304,-0.014078992,-0.234459023,-0.367823878,-0.414438017,0.371525261,0.441637034,0.518212718,0.58819824,0.302848706,0.319700603,0.302041849,0.314953325,0.3208918,-0.051242199,-0.229700188,-0.217081562,-0.257860972,0.322796474,-0.088368342,-0.255582147,-0.302927958,-0.266418738,0.33841449,-0.00036007,-0.202790263,-0.345655138,-0.331811754,0.346038162,0.005884375,-0.172211146,-0.336542393,-0.3709304,0.345709364,0.028299001,-0.207246793,-0.376619757,-0.403805301,0.360998669,-0.164611034,-0.254747604,-0.46222011,-0.539548734,0.479556271
Pooled,RATE10,Self Rating: Leadership ability,RATE10.lowest10pct,0.006689394,351,0.206659036,-0.101985023,-0.350528941,0.179072584,0.348339165,0.351938272,0.221495911,-0.33113827,-0.339902803,-0.356222883,-0.362589521,-0.256924038,-0.313701339,-0.314899805,-0.305526612,-0.341212187,0.109542245,0.228444846,0.17689618,0.10213016,-0.249880227,0.248532395,0.246814636,0.248046767,0.099351846,-0.27429398,0.189873655,0.274694324,0.299767315,0.123878534,-0.28379512,0.078081789,0.287315193,0.329697663,0.172866944,-0.284969109,0.109679693,0.352112779,0.339061319,0.244053784,-0.332811529,0.360103313,0.394159344,0.380464239,0.246816979,-0.427443579
Pooled,RATE11,Self Rating: Mathematical ability,RATE11.aboveaverage,0.337639425,351,0.029467544,0.435054811,0.79362156,-0.360014552,-0.703746374,-0.782059832,-0.71025678,0.813412367,0.835939975,0.80672227,0.678181003,0.677317282,0.731998958,0.752132119,0.730824942,0.778527328,-0.177418079,-0.485196365,-0.612030321,-0.461714062,0.738286545,-0.26510702,-0.589945844,-0.667375752,-0.575946305,0.763840654,-0.315587177,-0.605593871,-0.690796975,-0.575839703,0.761428547,-0.209896395,-0.587359185,-0.729079189,-0.643400541,0.757392671,-0.282942561,-0.632476734,-0.767184698,-0.733830785,0.813573543,-0.416412427,-0.580641367,-0.633177396,-0.471457611,0.665999486
Pooled,RATE11,Self Rating: Mathematical ability,RATE11.average,0.339181052,351,0.026842329,-0.491570637,-0.647840646,0.255277522,0.538398839,0.605571715,0.660089773,-0.67466121,-0.738234795,-0.752060169,-0.709561992,-0.562109059,-0.60610612,-0.588502294,-0.590265614,-0.639705664,0.087571093,0.389624588,0.491721445,0.488829925,-0.630046483,0.146546488,0.467449124,0.534096099,0.585475961,-0.65027927,0.157767994,0.446233025,0.529420826,0.587945339,-0.632470752,0.122459268,0.448661473,0.570155432,0.599642169,-0.631122907,0.214145641,0.485579388,0.591625162,0.656009076,-0.670793387,0.348662226,0.478693936,0.502427212,0.409728905,-0.552621756
Pooled,RATE11,Self Rating: Mathematical ability,RATE11.belowaverage,0.147110664,351,-0.155623773,-0.538667515,-0.796809182,0.358693005,0.690293809,0.772425203,0.744563124,-0.822521198,-0.852892439,-0.834056787,-0.725593768,-0.695295712,-0.740577983,-0.755440101,-0.745068211,-0.793438818,0.207479094,0.475553268,0.594978346,0.512970194,-0.760123254,0.271988289,0.579785266,0.674470244,0.613730052,-0.782104885,0.284424054,0.596716319,0.699676404,0.630377938,-0.782598302,0.20857563,0.586379125,0.724500508,0.689852444,-0.778747567,0.293308503,0.636463005,0.770294814,0.755161565,-0.828332101,0.282401655,0.469324756,0.61913569,0.532713395,-0.619047172
Pooled,RATE11,Self Rating: Mathematical ability,RATE11.highest10pct,0.146503227,351,0.106627428,0.582401859,0.682276901,-0.277227428,-0.563390899,-0.635335331,-0.70013479,0.712570754,0.772637706,0.787192828,0.748010921,0.605327719,0.639910304,0.625778425,0.633542521,0.684532763,-0.142426113,-0.398681841,-0.50087941,-0.530123819,0.674488311,-0.17645454,-0.483021289,-0.572451005,-0.615283225,0.690752852,-0.159394251,-0.472628665,-0.571718464,-0.635615846,0.678873958,-0.137749159,-0.479762924,-0.600731553,-0.651919712,0.67830584,-0.241954917,-0.524432228,-0.63134619,-0.689610275,0.714999357,-0.236712332,-0.39683604,-0.519733444,-0.477599943,0.532538084
Pooled,RATE11,Self Rating: Mathematical ability,RATE11.lowest10pct,0.029565631,351,-0.114760189,-0.459800418,-0.753940965,0.351220841,0.675890997,0.746423604,0.661600152,-0.771137182,-0.77869289,-0.749403441,-0.636923584,-0.655363532,-0.690727374,-0.715476234,-0.699697461,-0.748334055,0.22523044,0.446173063,0.569961114,0.43612407,-0.707622853,0.260921981,0.551704655,0.650550655,0.526083732,-0.722965297,0.291520164,0.58119226,0.663209829,0.544958189,-0.725024434,0.199130299,0.571405174,0.696524484,0.6146863,-0.725722037,0.290279954,0.622076738,0.731818501,0.681344727,-0.775518093,0.321548891,0.495402901,0.60546303,0.460815695,-0.603648298
Pooled,RATE13,Self Rating: Popularity,RATE13.aboveaverage,0.330963367,351,-0.201243543,0.259953221,0.503666044,-0.216713085,-0.471232951,-0.490133428,-0.404143849,0.496189844,0.526383236,0.566295514,0.574483182,0.361553308,0.437061963,0.456979738,0.461083395,0.491753556,-0.110284662,-0.223120247,-0.287841169,-0.259088908,0.373420727,-0.2079991,-0.39390613,-0.360387652,-0.276218081,0.432803182,-0.235187342,-0.406647618,-0.401096433,-0.272376887,0.43662416,-0.1394082,-0.414432543,-0.43629836,-0.333374962,0.444239113,-0.141284467,-0.438805594,-0.507265336,-0.4130441,0.496741758,-0.387396299,-0.481221082,-0.58229272,-0.493910607,0.622874185
Pooled,RATE13,Self Rating: Popularity,RATE13.average,0.516046701,351,0.102701234,-0.333859413,-0.459948801,0.174186444,0.393056632,0.431075675,0.4411183,-0.467999259,-0.527902374,-0.575882968,-0.592418953,-0.3550719,-0.40979429,-0.414533593,-0.431453119,-0.460011742,0.085317125,0.21787066,0.261234935,0.296490381,-0.368207135,0.160190859,0.343747226,0.349899346,0.314338781,-0.420333725,0.169155997,0.341741837,0.359722999,0.341596877,-0.423930873,0.120455154,0.356303836,0.38148108,0.382895205,-0.432896906,0.119462196,0.366449267,0.465699388,0.44017964,-0.475833471,0.242613672,0.331823316,0.495755975,0.519416727,-0.524740533
Pooled,RATE13,Self Rating: Popularity,RATE13.belowaverage,0.066123688,351,0.086748333,-0.098284806,-0.231367465,0.130475565,0.250223255,0.240333968,0.106892521,-0.209985462,-0.194517046,-0.222213203,-0.253560468,-0.12274879,-0.193185997,-0.213086541,-0.228990298,-0.225179021,0.085042819,0.057866463,0.092412839,0.07091635,-0.125140314,0.175405892,0.199666202,0.141302666,0.032160897,-0.169697122,0.14939812,0.223931229,0.207270232,0.02417253,-0.179143107,0.113689496,0.243434346,0.219915736,0.065674957,-0.187976749,0.082331126,0.249292086,0.256300729,0.106864649,-0.209037894,0.162712989,0.209638724,0.336361954,0.292884507,-0.327330536
Pooled,RATE13,Self Rating: Popularity,RATE13.highest10pct,0.075707117,351,0.078077021,0.306456501,0.243270406,-0.088212908,-0.181312226,-0.216849224,-0.266954093,0.252477427,0.306049279,0.359201414,0.411922612,0.19363753,0.23043245,0.21781797,0.258313798,0.257826156,-0.060082067,-0.105113919,-0.101012143,-0.201292017,0.198883596,-0.124186112,-0.173584053,-0.197622215,-0.16724325,0.234452596,-0.059657231,-0.165162034,-0.204314517,-0.224415551,0.240870847,-0.098976365,-0.200736669,-0.195226081,-0.237677302,0.253492562,-0.065716999,-0.186985302,-0.265826961,-0.250187873,0.265497384,0.052806851,-0.001347649,-0.26810923,-0.435912262,0.246668047
Pooled,RATE13,Self Rating: Popularity,RATE13.lowest10pct,0.011159127,351,0.187978308,-0.111895906,-0.351846054,0.192169077,0.360334958,0.358117741,0.195978699,-0.326509311,-0.315551268,-0.342879175,-0.367346548,-0.261227317,-0.315639008,-0.321457463,-0.309534319,-0.327928648,0.125373219,0.180462687,0.205039105,0.11434225,-0.256390373,0.232695648,0.28573662,0.245860661,0.099431,-0.280928776,0.214523866,0.292422088,0.301984654,0.078506838,-0.272348388,0.110641007,0.302817264,0.327410902,0.139062808,-0.276454016,0.113825747,0.347947668,0.330340468,0.214833302,-0.315477039,0.367253184,0.421841798,0.434227798,0.28379803,-0.469249027
Pooled,RATE14,Self Rating: Public speaking ability,RATE14.aboveaverage,0.267045018,351,-0.217925007,0.383121949,0.362493253,0.061760294,-0.2407737,-0.440256217,-0.484725507,0.417348032,0.498634431,0.589366906,0.681474383,0.315554545,0.321243351,0.309686315,0.285513987,0.324541805,0.045603526,-0.239131967,-0.341071135,-0.328844076,0.386693948,0.035978626,-0.273397259,-0.353010681,-0.327561066,0.364385343,0.04563694,-0.17484429,-0.378510394,-0.377798068,0.364963009,0.135533632,-0.114651644,-0.387227065,-0.415508418,0.3498527,0.102830417,-0.18035335,-0.389279524,-0.491110126,0.385996326,-0.425645944,-0.537252302,-0.580610596,-0.532989734,0.663868946
Pooled,RATE14,Self Rating: Public speaking ability,RATE14.average,0.381159022,351,0.227772165,-0.377890335,-0.287068828,-0.037287921,0.158331474,0.311363023,0.426228996,-0.331694279,-0.414531107,-0.517287626,-0.632534651,-0.244892495,-0.274023622,-0.2354936,-0.252506652,-0.24960157,-0.064443357,0.13923885,0.273543993,0.324909116,-0.310308784,-0.044478154,0.206923524,0.279243744,0.316620964,-0.307342931,-0.079897532,0.119533697,0.276020938,0.362596729,-0.296515117,-0.05981867,0.094483086,0.284894295,0.362182871,-0.295330704,-0.06936841,0.09704901,0.268911954,0.413668337,-0.297725827,0.326774387,0.406087805,0.462093578,0.485786884,-0.543727142
Pooled,RATE14,Self Rating: Public speaking ability,RATE14.belowaverage,0.198754838,351,0.061459497,-0.404135375,-0.294574519,-0.096405855,0.167940357,0.376994106,0.444535158,-0.354985344,-0.43557794,-0.527450385,-0.630935765,-0.270881055,-0.267164155,-0.25093439,-0.234950808,-0.270737811,-0.034108605,0.206786671,0.280374277,0.304682323,-0.338629147,-0.025655536,0.214646469,0.309211437,0.292781603,-0.315991198,-0.07744688,0.117199943,0.336111937,0.355373502,-0.316768162,-0.155334604,0.066746929,0.328578256,0.39539534,-0.304225715,-0.1253683,0.130339533,0.35162476,0.440102212,-0.332412372,0.232028899,0.355278311,0.515894189,0.561358458,-0.551771899
Pooled,RATE14,Self Rating: Public speaking ability,RATE14.highest10pct,0.110972077,351,-0.033513397,0.459957327,0.316321165,0.04304239,-0.17517179,-0.365116827,-0.463504398,0.370193107,0.45110919,0.554664581,0.674992757,0.282172154,0.302068991,0.268294396,0.281332834,0.294362836,0.018630099,-0.183743378,-0.272959372,-0.341862353,0.34890934,-0.014195345,-0.215381677,-0.329902764,-0.317548735,0.344683674,0.071647989,-0.129834962,-0.339681294,-0.39124988,0.339534922,0.084113751,-0.107679184,-0.330182066,-0.415942145,0.337307027,0.074216425,-0.138856768,-0.341725419,-0.450257522,0.347442123,-0.167752198,-0.292513672,-0.502648709,-0.606578801,0.530847565
Pooled,RATE14,Self Rating: Public speaking ability,RATE14.lowest10pct,0.042069046,351,0.101068159,-0.338634962,-0.415595549,0.045911066,0.330325884,0.485196534,0.437808123,-0.449696129,-0.493845745,-0.54757179,-0.588895763,-0.3496114,-0.363202373,-0.37076491,-0.339903668,-0.392195375,0.037995708,0.282707275,0.32400772,0.281659317,-0.399576834,0.076771305,0.300406093,0.396355228,0.271153015,-0.390561657,0.061188222,0.248891146,0.426915654,0.326865492,-0.399275128,-0.057881547,0.206697649,0.433126266,0.385254116,-0.386049268,-0.003021756,0.292330848,0.435670509,0.461503705,-0.433275862,0.355632802,0.477778229,0.543154905,0.476036948,-0.593748742
Pooled,RATE15,Self Rating: Self-confidence (intellectual),RATE15.aboveaverage,0.426045704,351,-0.109548288,0.258641637,0.513991761,-0.104561421,-0.433220548,-0.56739055,-0.53030616,0.553250897,0.595567653,0.59546142,0.515465614,0.434420806,0.460307775,0.481323045,0.427051643,0.492040995,-0.055532543,-0.352295344,-0.414378708,-0.316896716,0.48978391,-0.096831908,-0.393157548,-0.455377686,-0.381161968,0.494846031,-0.159088233,-0.361298813,-0.471376042,-0.400732321,0.499284973,0.021157444,-0.293404623,-0.513701594,-0.466874748,0.482524165,-0.045348549,-0.372029058,-0.544261432,-0.557313387,0.544012433,-0.430156848,-0.560776326,-0.569622544,-0.431328449,0.62755705
Pooled,RATE15,Self Rating: Self-confidence (intellectual),RATE15.average,0.331468498,351,-0.019503851,-0.500108591,-0.524378276,0.114005094,0.375406695,0.529413417,0.626511709,-0.57279483,-0.655642555,-0.712727702,-0.735195248,-0.464232845,-0.492739148,-0.476484921,-0.468573636,-0.512770302,0.058113272,0.323828374,0.398380347,0.438362036,-0.528943282,0.093182497,0.373723194,0.473304417,0.478599934,-0.539006047,0.078459276,0.312440216,0.467978485,0.530265457,-0.531540936,0.024787681,0.277378908,0.480144393,0.565969444,-0.525041095,0.067734941,0.326346714,0.524215851,0.621771099,-0.564197907,0.227895074,0.383480371,0.578134144,0.616924006,-0.600844624
Pooled,RATE15,Self Rating: Self-confidence (intellectual),RATE15.belowaverage,0.046140158,351,-0.191688808,-0.434214395,-0.510921522,0.160391142,0.41023138,0.517424484,0.550612397,-0.549545371,-0.599474067,-0.604421438,-0.553918479,-0.468907343,-0.481052697,-0.473339071,-0.465386036,-0.521834452,0.183323163,0.30263379,0.341281621,0.389339665,-0.511724069,0.172790146,0.378775342,0.454033152,0.415465306,-0.521970552,0.125292266,0.356099398,0.458009397,0.463590749,-0.51602355,0.060005059,0.326856888,0.47842049,0.508329492,-0.513082998,0.116608382,0.394541311,0.538543232,0.559370685,-0.563920953,0.079299071,0.24317764,0.473012058,0.518703961,-0.448877905
Pooled,RATE15,Self Rating: Self-confidence (intellectual),RATE15.highest10pct,0.191437639,351,0.14500617,0.551354298,0.436757829,-0.113648596,-0.283330413,-0.409898821,-0.55867016,0.479793554,0.565270778,0.635419044,0.701392707,0.405179167,0.425478813,0.389185565,0.413211823,0.44022801,-0.086608831,-0.245368153,-0.301109708,-0.425850353,0.457571894,-0.098186417,-0.298530205,-0.397330229,-0.439870325,0.469302814,-0.024813305,-0.238178442,-0.381603918,-0.503302949,0.455362819,-0.059496168,-0.233154095,-0.374878692,-0.515262656,0.457938232,-0.084072769,-0.260554536,-0.424609131,-0.538083793,0.479643258,-0.018243385,-0.165104772,-0.45621295,-0.601695696,0.438430444
Pooled,RATE15,Self Rating: Self-confidence (intellectual),RATE15.lowest10pct,0.004908001,351,-0.005530335,-0.257205206,-0.412113556,0.123471304,0.360829512,0.434376757,0.404263014,-0.436592461,-0.463970157,-0.46459593,-0.427768287,-0.378942397,-0.381364602,-0.363595757,-0.350975956,-0.414420716,0.167490989,0.303128652,0.244464214,0.234277305,-0.389091877,0.154845359,0.326380848,0.353984924,0.273384044,-0.397989341,0.103830892,0.281016011,0.361722922,0.320466903,-0.386745635,0.009286665,0.267875887,0.399223598,0.358603892,-0.386686658,0.073570975,0.351418884,0.440255397,0.424759104,-0.44664738,0.226122635,0.339439819,0.440880446,0.329768994,-0.429080477
Pooled,RATE16,Self Rating: Self-confidence (social),RATE16.aboveaverage,0.358879161,351,-0.128608025,0.168071976,0.250732237,0.059607717,-0.228587594,-0.32356843,-0.293745171,0.287134402,0.325296164,0.359174781,0.369706969,0.203082434,0.21530737,0.224608248,0.194645845,0.231897808,-0.050937215,-0.170448155,-0.133708157,-0.158121903,0.215338636,-0.022636402,-0.212380434,-0.248170516,-0.16926509,0.245618311,-0.015859151,-0.193854334,-0.249612029,-0.205282496,0.248636471,0.141345747,-0.145832584,-0.297005765,-0.245379094,0.238159463,0.100029314,-0.203204638,-0.317814427,-0.310227032,0.279246393,-0.275882471,-0.357515761,-0.416757536,-0.35939811,0.451441234
Pooled,RATE16,Self Rating: Self-confidence (social),RATE16.average,0.379033305,351,0.021265879,-0.289472844,-0.181673561,-0.099043481,0.076688727,0.223862902,0.344026079,-0.235128703,-0.319802261,-0.386805999,-0.436972419,-0.171205645,-0.172070223,-0.166043601,-0.15523381,-0.173841626,-0.010185508,0.123349823,0.11701608,0.200695175,-0.190278758,-0.027772201,0.124075568,0.213743351,0.216213021,-0.215399853,-0.049986675,0.076786954,0.18439959,0.293541821,-0.222307394,-0.110223898,0.020080311,0.197911589,0.302388967,-0.208023996,-0.13376716,0.067490234,0.242088101,0.333232073,-0.228440805,0.059048449,0.129495214,0.359390928,0.491026777,-0.363829094
Pooled,RATE16,Self Rating: Self-confidence (social),RATE16.belowaverage,0.102592515,351,-0.288585168,-0.067275703,0.04827947,-0.086439333,-0.035891624,-0.0085094,-0.001354174,0.026233951,0.027369532,0.02496378,0.025928648,0.02215534,0.036559537,0.035617602,0.016732738,0.026143645,0.101993898,-0.032082875,-0.119199115,-0.000134907,0.035398291,0.055112904,-0.025021664,-0.013123695,-0.053966459,0.024304912,-0.061140788,0.00743149,0.002841189,-0.01168018,0.014254096,-0.063395435,-0.014374935,0.01344312,0.017962673,0.000742132,-0.077891745,-0.001890689,0.042829575,-0.002691125,0.005219017,-0.323725873,-0.273165663,-0.014795131,0.170743886,0.099335889
Pooled,RATE16,Self Rating: Self-confidence (social),RATE16.highest10pct,0.147725061,351,0.258823567,0.220023227,-0.021363515,0.114226357,0.103434695,0.003959697,-0.141777682,0.021076732,0.080002118,0.128117153,0.174789643,0.016821942,3.82E-06,-0.012703096,0.011515892,-5.27E-05,-0.023783154,0.012287633,0.057621749,-0.093777448,0.019361906,0.004996966,0.037124859,-0.034828556,-0.061840638,0.03041134,0.102463092,0.051742794,-0.013407869,-0.143420093,0.04058086,0.05415811,0.088389984,-0.003129468,-0.14517443,0.044229184,0.116587298,0.0712298,-0.054821308,-0.119157365,0.034909574,0.349058758,0.301407625,-0.064812468,-0.36389329,-0.011275373
Pooled,RATE16,Self Rating: Self-confidence (social),RATE16.lowest10pct,0.011769959,351,-0.071705308,-0.014438644,-0.045977973,-0.018999703,0.076162134,0.073889252,0.018671688,-0.047829617,-0.044546084,-0.061067942,-0.084681687,-0.025145212,-0.02704667,-0.026507425,-0.040463472,-0.062348689,0.085273866,0.048119689,-0.061874819,0.017865933,-0.024036104,0.061418066,0.059511021,0.039319179,-0.041450826,-0.028970083,-0.008269357,0.068762488,0.043729529,-0.026503211,-0.020637948,-0.047456458,0.070264829,0.082066064,0.010026767,-0.042125557,-0.031599756,0.09398176,0.108439395,0.033870613,-0.065668129,-0.05809663,-0.024337811,0.0783146,0.122603526,-0.051894791
Pooled,RATE17,Self Rating: Self-understanding,RATE17.aboveaverage,0.399380361,349,-0.109775567,0.211617973,0.23528853,0.204434597,-0.161140146,-0.389163398,-0.396074998,0.316970266,0.368387609,0.396911924,0.386006756,0.230992542,0.209977847,0.224358161,0.157173935,0.193688091,0.05609591,-0.217648704,-0.271220349,-0.224578303,0.293609881,0.090996627,-0.188997596,-0.307407906,-0.259811215,0.278510236,0.089444531,-0.131101589,-0.31270218,-0.295707663,0.279894175,0.2814757,-0.036382823,-0.341226583,-0.353569685,0.258121311,0.236165426,-0.101211299,-0.348999739,-0.416639805,0.288820926,-0.339452198,-0.446784602,-0.466185741,-0.378689016,0.517532524
Pooled,RATE17,Self Rating: Self-understanding,RATE17.average,0.369372638,349,-0.098037284,-0.489991341,-0.358713408,-0.102677441,0.184626149,0.447533856,0.594334587,-0.450238754,-0.539711618,-0.607071377,-0.648712703,-0.370027237,-0.355954569,-0.339461768,-0.308652162,-0.325374231,-0.008157555,0.247763329,0.361399067,0.403129255,-0.445142134,-0.038959995,0.250260206,0.4313362,0.433205115,-0.436194105,-0.065364232,0.164134978,0.402949272,0.509600235,-0.429862023,-0.1457864,0.09231156,0.391991808,0.543277635,-0.408782352,-0.143323967,0.127373511,0.42283543,0.58542728,-0.422177549,0.11873917,0.291142681,0.568932357,0.689064731,-0.572646897
Pooled,RATE17,Self Rating: Self-understanding,RATE17.belowaverage,0.036356243,349,-0.16966969,-0.206323154,-0.123106726,-0.06758023,0.069500052,0.181470343,0.219070958,-0.166967294,-0.194533574,-0.209506711,-0.214183353,-0.140770443,-0.142907621,-0.116381589,-0.114602648,-0.117418013,0.135090671,0.040179283,0.07142,0.162355149,-0.166842603,0.03796946,0.113355294,0.174102129,0.156537941,-0.183330416,-0.07904034,0.077848483,0.163280378,0.189933463,-0.159152242,-0.088992724,0.054186508,0.159188618,0.215934434,-0.162245272,-0.083484999,0.054757465,0.197880706,0.217212446,-0.164751173,-0.060145266,0.018453702,0.179270085,0.262434668,-0.152105751
Pooled,RATE17,Self Rating: Self-understanding,RATE17.highest10pct,0.190355127,349,0.205985423,0.522854072,0.337539159,0.0272158,-0.154666615,-0.374395076,-0.55547868,0.41327577,0.50058374,0.571367144,0.629775531,0.355303984,0.350925779,0.31808786,0.315831072,0.318135731,-0.043384033,-0.195346877,-0.310771107,-0.404324746,0.419124896,-0.010656494,-0.227271514,-0.396027819,-0.418438945,0.419069882,0.044999179,-0.147026462,-0.356851271,-0.498443865,0.405892251,0.044356716,-0.105419641,-0.327759342,-0.513910533,0.392144974,0.062302794,-0.113484344,-0.368405832,-0.533934234,0.39390455,0.04330432,-0.12432064,-0.482549547,-0.690102279,0.45534416
Pooled,RATE17,Self Rating: Self-understanding,RATE17.lowest10pct,0.004535632,349,0.033709084,0.03356962,-0.039477826,0.012406453,0.058721205,0.054293624,-0.008760191,-0.029999548,-0.032383077,-0.047396927,-0.057876556,-0.004397654,-0.039544075,-0.026821038,-0.025224189,-0.047156782,0.041134263,0.002700468,-0.024528857,0.036933909,-0.019635515,0.096873591,0.046383563,0.024625094,-0.044559534,-0.025386795,0.007741116,0.062888021,0.036163644,-0.053719668,-0.006329968,-0.037279587,0.060889473,0.047159244,-0.032193374,-0.008081615,0.027444337,0.049147498,0.061182966,0.012119413,-0.042642379,0.059693304,0.057385614,0.056531987,0.027545152,-0.0611812
Pooled,RATE19,Self Rating: Understanding of others,RATE19.aboveaverage,0.478479201,351,-0.374721944,-0.052296554,-0.005779066,0.286574867,7.80E-07,-0.171280863,-0.062672949,0.039489219,0.056109954,0.105241537,0.160750111,-0.005741833,-0.023109543,-0.016200814,-0.091128891,-0.068541163,0.122497323,-0.048415525,-0.132276712,0.008445971,0.036987777,0.179589997,-0.057828809,-0.081001862,0.011071195,0.006632808,0.154698955,0.021831257,-0.109130503,0.021709993,-0.002290785,0.33576888,0.120617469,-0.134251951,-0.011086302,-0.034295513,0.310048254,0.062364164,-0.090431469,-0.091206855,-0.007992145,-0.505297445,-0.517135467,-0.319461534,-0.102710785,0.423479032
